Artist_x,Title,PeakPos,Duration,Date,id,Acousticness,Album,AlbumType,Artist_y,Danceability,DateS,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,TrackNumber,Valence
The Weeknd,Try Me,26.0,20.0,2015-01-03,195,0.622,"My Dear Melancholy,",single,The Weeknd,0.466,2018-03-30,0.672,0.0,"['canadian pop', 'pop', 'rap']",0.00108,8.0,The Weeknd,221106.0,0.147,-5.777,0.068,91.673,Try Me,2.0,0.108
Chris Stapleton,Broken Halos,45.0,20.0,2017-05-06,196,0.133,From A Room: Volume 1,album,Chris Stapleton,0.607,2017-05-05,0.575,0.0,['contemporary country'],2.52e-06,8.0,Mercury Nashville,180906.0,0.0566,-7.066,0.0252,78.341,Broken Halos,1.0,0.504
Queen Naija,Medicine,45.0,2.0,2018-04-14,197,0.188,Medicine,single,Queen Naija,0.613,2018-01-23,0.426,1.0,"['deep pop r&b', 'pop']",0.0,8.0,Queen Naija,223609.0,0.0998,-7.45,0.156,115.775,Medicine,1.0,0.134
Devin Dawson,All On Me,52.0,20.0,2017-11-18,198,0.14,Dark Horse,album,Devin Dawson,0.634,2018-01-19,0.668,0.0,['contemporary country'],0.0,5.0,Atlantic/Warner Music Nashville,224626.0,0.216,-5.488,0.0291,80.989,All On Me,2.0,0.635
Alice Merton,No Roots,84.0,3.0,2018-04-07,199,0.264,No Roots,single,Alice Merton,0.863,2017-08-04,0.657,0.0,[],0.00619,7.0,Mom+Pop,235813.0,0.0713,-7.295,0.105,115.958,No Roots,1.0,0.829
2 Chainz YG Offset,Proud,96.0,2.0,2018-04-14,200,0.738,The Play Don’t Care Who Makes It,single,2 Chainz,0.781,2018-02-08,0.81,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,10.0,2Chainz PS/Def Jam,234666.0,0.144,-4.301,0.356,173.949,PROUD,2.0,0.908
The Weeknd Gesaffelstein,I Was Never There,35.0,1.0,2018-04-14,201,0.135,"My Dear Melancholy,",single,The Weeknd,0.324,2018-03-30,0.735,0.0,"['canadian pop', 'pop', 'rap']",4.84e-05,10.0,The Weeknd,241066.0,0.169,-4.054,0.0337,113.923,I Was Never There,4.0,0.169
The Weeknd Gesaffelstein,Hurt You,43.0,1.0,2018-04-14,202,0.3,"My Dear Melancholy,",single,The Weeknd,0.484,2018-03-30,0.716,1.0,"['canadian pop', 'pop', 'rap']",0.00214,5.0,The Weeknd,230026.0,0.112,-7.193,0.167,184.131,Hurt You,5.0,0.365
The Weeknd,Privilege,52.0,1.0,2018-04-14,204,0.913,"My Dear Melancholy,",single,The Weeknd,0.391,2018-03-30,0.595,1.0,"['canadian pop', 'pop', 'rap']",0.00557,11.0,The Weeknd,170573.0,0.145,-7.094,0.0411,93.78,Privilege,6.0,0.379
Lil Skies Landon Cube,Nowadays,55.0,13.0,2018-01-20,205,0.157,Nowadays (feat. Landon Cube),single,Lil Skies,0.745,2017-12-20,0.646,1.0,"['rap', 'trap music']",0.0,6.0,All We Got Ent.,203907.0,0.338,-6.987,0.17,79.993,Nowadays (feat. Landon Cube),1.0,0.46
Panic! At The Disco,Say Amen (Saturday Night),60.0,2.0,2018-04-07,206,0.167,Say Amen for Silver Linings,single,Panic! At The Disco,0.491,2018-03-21,0.867,0.0,"['emo', 'modern rock', 'pop punk', 'vegas indie']",0.0,6.0,DCD2 / Fueled By Ramen,189186.0,0.458,-2.313,0.103,167.965,Say Amen (Saturday Night),1.0,0.602
YoungBoy Never Broke Again,No Smoke,61.0,18.0,2017-12-09,207,0.113,AI YoungBoy,album,YoungBoy Never Broke Again,0.658,2017-08-04,0.736,1.0,['trap music'],0.0,9.0,"Never Broke Again, LLC",160000.0,0.0978,-6.097,0.308,143.966,No Smoke,3.0,0.804
Chris Brown,Tempo,88.0,4.0,2018-03-17,208,0.192,Heartbreak on a Full Moon,album,Chris Brown,0.769,2017-10-31,0.482,1.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,10.0,RCA Records Label,218744.0,0.0903,-7.205,0.0502,120.959,Tempo,9.0,0.487
"Tyler, The Creator",OKRA,89.0,1.0,2018-04-14,209,0.0456,OKRA,single,"Tyler, The Creator",0.589,2018-03-30,0.57,1.0,"['hip hop', 'indie r&b', 'rap']",1.51e-06,1.0,Columbia,151026.0,0.137,-9.54,0.361,136.203,OKRA,1.0,0.441
Luis Fonsi Demi Lovato,Echame La Culpa,47.0,20.0,2017-12-09,210,0.0328,Échame La Culpa,single,Luis Fonsi,0.726,2017-11-17,0.889,0.0,"['latin', 'latin pop']",0.0,0.0,UMLE - Latino,173720.0,0.0925,-3.655,0.0429,96.024,Échame La Culpa,1.0,0.649
Old Dominion,Written In The Sand,51.0,20.0,2017-12-09,211,0.593,Happy Endings,album,Old Dominion,0.725,2017-08-25,0.437,0.0,"['contemporary country', 'country road']",0.0,6.0,RCA Records Label Nashville,184080.0,0.0842,-9.602,0.0575,83.985,Written in the Sand,6.0,0.759
Ozuna Cardi B,La Modelo,52.0,14.0,2018-01-06,212,0.213,La Modelo (feat. Cardi B),single,Ozuna,0.822,2017-12-22,0.743,0.0,"['reggaeton', 'trap latino']",0.0103,1.0,VP Records Corp/Dimelo Vi,256551.0,0.0957,-2.038,0.0451,98.005,La Modelo,1.0,0.78
P!nk,Beautiful Trauma,78.0,15.0,2017-12-09,213,0.0285,Beautiful Trauma,album,P!nk,0.489,2017-10-13,0.588,0.0,"['dance pop', 'pop', 'post-teen pop']",2.11e-06,1.0,RCA Records Label,269600.0,0.0906,-6.177,0.0507,113.617,What About Us,4.0,0.187
Lil Yachty NBA YoungBoy,NBAYoungboat,63.0,4.0,2018-03-24,214,0.0515,Lil Boat 2,album,Lil Yachty,0.769,2018-03-09,0.807,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,11.0,"Quality Control Music, LLC",139845.0,0.111,-2.966,0.306,82.422,NBAYOUNGBOAT,11.0,0.364
H.E.R.,Focus,7.0,13.0,2015-11-21,215,0.255,H.E.R.,album,H.E.R.,0.415,2017-10-20,0.313,0.0,"['indie r&b', 'pop', 'r&b']",1.4e-05,1.0,RCA Records Label,200133.0,0.117,-12.945,0.0561,84.953,Focus,7.0,0.0875
G-Eazy A$AP Rocky Cardi B,No Limit,4.0,29.0,2016-07-16,216,0.0117,No Limit,single,G-Eazy,0.838,2017-09-07,0.771,1.0,"['indie pop rap', 'pop', 'rap']",0.0,1.0,BPG/RVG/RCA Records,245386.0,0.0853,-3.791,0.244,175.957,No Limit,1.0,0.405
Kendrick Lamar Zacari,Love.,11.0,40.0,2017-05-06,217,0.29,DAMN.,album,Kendrick Lamar,0.798,2017-04-14,0.582,1.0,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0.0,10.0,Top Dawg Entertainment/Aftermath Records/ Interscope Records,213400.0,0.153,-7.38,0.103,126.075,LOVE. FEAT. ZACARI.,10.0,0.766
Selena Gomez Marshmello,Wolves,20.0,23.0,2017-11-11,218,0.129,Wolves,single,Selena Gomez,0.72,2017-10-25,0.807,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,11.0,Interscope Records,197993.0,0.183,-4.59,0.0432,124.946,Wolves,1.0,0.305
"Migos, Nicki Minaj Cardi B",MotorSport,6.0,22.0,2017-11-18,219,0.0338,Culture II,album,Migos,0.896,2018-01-26,0.515,1.0,"['pop', 'rap', 'trap music']",0.0,2.0,"Quality Control Music, LLC",303076.0,0.317,-5.395,0.183,138.016,MotorSport,17.0,0.174
6ix9ine,Gummo,12.0,20.0,2017-12-02,220,0.0485,GUMMO,single,6ix9ine,0.689,2017-11-10,0.761,1.0,"['rap', 'trap music']",0.0,1.0,Strainge Entertainment,157643.0,0.136,-4.939,0.13,78.514,GUMMO,1.0,0.698
Shawn Mendes,Lost In Japan,64.0,1.0,2018-04-07,221,0.296,Shawn Mendes,album,Shawn Mendes,0.708,2018-05-25,0.695,0.0,"['canadian pop', 'pop', 'viral pop']",0.0,10.0,Island Records,201200.0,0.156,-6.89,0.372,105.038,Lost In Japan,3.0,0.444
Famous Dex A$AP Rocky,Pick It Up,54.0,20.0,2017-12-02,222,0.0149,Pick It Up (feat. A$AP Rocky),single,Famous Dex,0.921,2017-10-20,0.467,1.0,"['drill', 'pop', 'rap', 'trap music']",0.000238,1.0,300 Entertainment,191251.0,0.334,-8.443,0.119,135.995,PICK IT UP (feat. A$AP Rocky),1.0,0.287
Lil Xan,Betrayed,64.0,20.0,2017-12-02,223,0.416,Betrayed,single,Lil Xan,0.823,2017-10-19,0.419,1.0,['underground hip hop'],0.0,10.0,Columbia,187453.0,0.105,-10.358,0.165,119.958,Betrayed,1.0,0.277
Logic,44 More,22.0,5.0,2018-03-10,224,0.0635,Bobby Tarantino II,album,Logic,0.829,2018-03-09,0.589,1.0,"['hip hop', 'pop rap', 'rap']",0.0,1.0,Def Jam Recordings,188600.0,0.113,-7.055,0.202,139.971,44 More,13.0,0.233
Migos,Narcos,36.0,9.0,2018-02-10,225,0.0146,Culture II,album,Migos,0.936,2018-01-26,0.588,1.0,"['pop', 'rap', 'trap music']",0.0,7.0,"Quality Control Music, LLC",255378.0,0.139,-6.948,0.136,124.987,Narcos,3.0,0.238
Blac Youngsta,Booty,73.0,5.0,2018-03-10,226,0.000831,223,album,Blac Youngsta,0.938,2018-02-27,0.549,1.0,"['deep trap', 'dwn trap', 'rap', 'southern hip hop', 'trap music']",0.000243,1.0,Epic/CMG,160037.0,0.082,-8.368,0.098,144.005,Booty,4.0,0.412
YBN Nahmir,Rubbin Off The Paint,46.0,17.0,2017-11-25,227,0.00582,Rubbin Off The Paint,single,YBN Nahmir,0.596,2018-01-26,0.699,1.0,"['rap', 'trap music']",0.0,1.0,M.M.M.,157504.0,0.174,-8.709,0.348,108.031,Rubbin Off The Paint,1.0,0.435
Trippie Redd Travis Scott,Dark Knight Dummo,72.0,7.0,2017-12-30,229,0.15,Dark Knight Dummo (Feat. Travis Scott),single,Trippie Redd,0.379,2017-12-05,0.824,1.0,"['rap', 'trap music']",0.0,8.0,"Elliot Grainge Entertainment, LLC",256162.0,0.138,-2.881,0.0975,121.056,Dark Knight Dummo (Feat. Travis Scott),1.0,0.226
Khalid,Young Dumb & Broke,18.0,36.0,2017-08-05,230,0.199,American Teen,album,Khalid,0.798,2017-04-27,0.539,0.0,"['indie r&b', 'pop']",1.66e-05,1.0,"Right Hand Music Group, LLC/RCA Records",202546.0,0.165,-6.351,0.0421,136.949,Young Dumb & Broke,2.0,0.394
Charlie Puth,How Long,21.0,24.0,2017-10-28,231,0.211,Voicenotes,album,Charlie Puth,0.845,2018-05-11,0.561,0.0,"['pop', 'post-teen pop', 'viral pop']",3.49e-06,1.0,Artist Partner,200853.0,0.0383,-5.253,0.0778,109.974,How Long,4.0,0.811
Lin-Manuel Miranda Ben Platt,Found / Tonight,49.0,1.0,2018-03-31,232,0.801,Found/Tonight,single,Ben Platt,0.349,2018-03-19,0.307,0.0,['hollywood'],0.0,10.0,Atlantic Records,179242.0,0.0968,-7.197,0.0402,80.964,Found/Tonight,1.0,0.447
Miguel Travis Scott,Sky Walker,29.0,26.0,2017-09-23,233,0.173,War & Leisure,album,Miguel,0.674,2017-12-01,0.506,1.0,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",0.0,6.0,ByStorm Entertainment/RCA Records,259333.0,0.0866,-10.532,0.0434,145.965,Sky Walker,3.0,0.183
XXXTENTACION,Numb,11.0,33.0,2017-08-12,234,0.1,?,album,XXXTENTACION,0.414,2018-03-16,0.416,0.0,[],0.179,11.0,"Bad Vibes Forever, LLC",186267.0,0.131,-8.024,0.0251,159.91,NUMB,7.0,0.196
XXXTENTACION Joey Bada$$,Infinity (888),83.0,1.0,2018-03-31,235,0.274,?,album,XXXTENTACION,0.562,2018-03-16,0.579,1.0,[],0.0,10.0,"Bad Vibes Forever, LLC",176590.0,0.102,-6.788,0.484,84.143,infinity (888) - feat. Joey Bada$$,8.0,0.577
XXXTENTACION,Going Down!,95.0,1.0,2018-03-31,236,0.0216,?,album,XXXTENTACION,0.873,2018-03-16,0.663,1.0,[],0.000356,1.0,"Bad Vibes Forever, LLC",115194.0,0.0867,-4.086,0.15,135.499,going down!,9.0,0.525
Jacquees Dej Loaf,At The Club,86.0,7.0,2018-02-17,237,0.124,At The Club,single,Jacquees,0.795,2017-09-29,0.668,0.0,"['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,7.0,Cash Money,173053.0,0.0739,-7.288,0.093,92.029,At The Club,1.0,0.372
The Chainsmokers,Everybody Hates Me,100.0,1.0,2018-03-31,238,0.00836,Sick Boy,single,The Chainsmokers,0.471,2018-04-20,0.755,0.0,"['edm', 'pop', 'tropical house']",0.0,11.0,Disruptor Records/Columbia,224026.0,0.368,-6.612,0.0455,154.801,Everybody Hates Me,2.0,0.512
A$AP Ferg Nicki Minaj,Plain Jane,26.0,25.0,2017-10-14,239,0.0588,Plain Jane REMIX,single,A$AP Ferg,0.791,2017-12-15,0.839,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",6.26e-05,11.0,A$AP Worldwide/Polo Grounds Music/RCA Records,202636.0,0.259,-4.284,0.266,170.113,Plain Jane REMIX,1.0,0.383
Demi Lovato,Sorry Not Sorry,6.0,36.0,2016-01-02,240,0.0223,Tell Me You Love Me,album,Demi Lovato,0.702,2017-09-29,0.635,1.0,"['dance pop', 'pop', 'post-teen pop']",0.0,11.0,Demi LP2 - Island/Hollywood,203760.0,0.283,-6.917,0.265,144.004,Sorry Not Sorry,1.0,0.873
Logic Wiz Khalifa,Indica Badu,56.0,1.0,2018-03-24,241,0.0441,Bobby Tarantino II,album,Logic,0.715,2018-03-09,0.723,1.0,"['hip hop', 'pop rap', 'rap']",0.000834,7.0,Def Jam Recordings,260320.0,0.102,-3.263,0.191,77.02,Indica Badu,6.0,0.97
Logic,Contra,60.0,1.0,2018-03-24,242,0.102,Bobby Tarantino II,album,Logic,0.805,2018-03-09,0.824,1.0,"['hip hop', 'pop rap', 'rap']",0.0,1.0,Def Jam Recordings,217146.0,0.198,-5.844,0.0534,126.012,Contra,3.0,0.649
Logic,Overnight,68.0,1.0,2018-03-24,243,0.00189,Bobby Tarantino II,album,Logic,0.868,2018-03-09,0.752,1.0,"['hip hop', 'pop rap', 'rap']",1.69e-05,1.0,Def Jam Recordings,217560.0,0.142,-6.786,0.0667,149.987,Overnight,2.0,0.874
Lil Yachty Trippie Redd,66,73.0,1.0,2018-03-24,244,0.0455,Lil Boat 2,album,Lil Yachty,0.667,2018-03-09,0.723,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000179,5.0,"Quality Control Music, LLC",153474.0,0.213,-4.31,0.27,148.057,66,17.0,0.251
Logic,Midnight,74.0,1.0,2018-03-24,245,0.09,Bobby Tarantino II,album,Logic,0.566,2018-03-09,0.586,1.0,"['hip hop', 'pop rap', 'rap']",0.0,9.0,Def Jam Recordings,241426.0,0.0976,-7.444,0.131,95.032,Midnight,7.0,0.273
Logic Big Sean,Wassup,83.0,1.0,2018-03-24,246,0.0822,Bobby Tarantino II,album,Logic,0.795,2018-03-09,0.568,1.0,"['hip hop', 'pop rap', 'rap']",0.0,1.0,Def Jam Recordings,219480.0,0.122,-7.05,0.05,139.997,Wassup,11.0,0.285
Eminem Ed Sheeran,River,11.0,13.0,2018-01-03,247,0.165,Revival,album,Eminem,0.754,2017-12-15,0.743,1.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,8.0,Aftermath/Shady/Interscope,221013.0,0.0746,-5.794,0.495,90.053,River (feat. Ed Sheeran),5.0,0.661
Logic,Yuck,87.0,1.0,2018-03-24,248,0.194,Bobby Tarantino II,album,Logic,0.631,2018-03-09,0.805,1.0,"['hip hop', 'pop rap', 'rap']",0.0,11.0,Def Jam Recordings,173693.0,0.132,-5.401,0.369,155.864,Yuck,5.0,0.674
Lil Yachty Ugly God,Boom!,88.0,1.0,2018-03-24,249,0.191,Lil Boat 2,album,Lil Yachty,0.844,2018-03-09,0.699,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,"Quality Control Music, LLC",229525.0,0.194,-5.794,0.335,132.955,BOOM!,2.0,0.753
Logic,BoomTrap Protocol,97.0,1.0,2018-03-24,250,0.0637,Bobby Tarantino II,album,Logic,0.746,2018-03-09,0.531,1.0,"['hip hop', 'pop rap', 'rap']",2.66e-06,10.0,Def Jam Recordings,221360.0,0.118,-5.607,0.0379,77.047,BoomTrap Protocol,4.0,0.321
Logic Young Sinatra,Warm It Up,98.0,1.0,2018-03-24,251,0.257,Bobby Tarantino II,album,Logic,0.835,2018-03-09,0.641,1.0,"['hip hop', 'pop rap', 'rap']",0.0,10.0,Def Jam Recordings,240093.0,0.0937,-6.37,0.143,95.98,Warm It Up,8.0,0.412
Macklemore Kesha,Good Old Days,48.0,20.0,2017-10-14,252,0.446,GEMINI,album,Macklemore,0.712,2017-09-22,0.51,0.0,['pop rap'],2.46e-05,8.0,Bendo LLC,240506.0,0.112,-8.162,0.0633,122.964,Good Old Days (feat. Kesha),6.0,0.268
Carrie Underwood Ludacris,The Champion,47.0,3.0,2018-01-27,253,0.0822,The Champion,single,Carrie Underwood,0.666,2018-01-12,0.877,0.0,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",0.0,6.0,Capitol Nashville,223998.0,0.128,-3.275,0.194,91.054,The Champion,1.0,0.524
"6ix9ine, Fetty Wap A Boogie Wit da Hoodie",Keke,43.0,8.0,2018-01-27,254,0.0363,KEKE,single,6ix9ine,0.597,2018-01-14,0.857,1.0,"['rap', 'trap music']",0.0,2.0,Scumgang Records,151914.0,0.407,-5.759,0.28,187.964,KEKE,1.0,0.493
Joyner Lucas Chris Brown,Stranger Things,91.0,1.0,2018-03-17,255,0.443,Stranger Things,single,Joyner Lucas,0.867,2018-02-25,0.663,1.0,"['hip hop', 'pop rap', 'rap']",0.0,10.0,Dead Silence/Atlantic,219733.0,0.117,-5.838,0.178,121.978,Stranger Things,1.0,0.481
SOB RBE,Paramedic!,65.0,4.0,2018-02-24,256,0.155,Black Panther The Album Music From And Inspired By,album,SOB X RBE,0.859,2018-02-09,0.651,1.0,"['trap music', 'vapor trap']",0.0,1.0,Interscope,219306.0,0.14,-5.395,0.124,97.053,Paramedic!,7.0,0.487
Maluma Nego do Borel,Corazon,87.0,9.0,2018-01-13,257,0.328,F.A.M.E.,album,Maluma,0.722,2018-05-18,0.738,0.0,['reggaeton'],1.47e-05,9.0,Sony Music Latin,184720.0,0.198,-6.073,0.247,198.075,Corazón,2.0,0.748
Cardi B,Bodak Yellow (Money Moves),1.0,35.0,2017-07-22,258,0.0606,Bodak Yellow (Money Moves) [Originally performed by Cardi B],single,2017 Dynamo Hitz,0.813,2017-09-13,0.574,0.0,[],0.0,9.0,2017 Dynamo Hitz,220395.0,0.428,-9.401,0.0577,124.982,Bodak Yellow (Money Moves),1.0,0.546
5 Seconds Of Summer,Want You Back,61.0,1.0,2018-03-10,259,0.00784,Want You Back,single,5 Seconds of Summer,0.6,2018-02-22,0.863,1.0,"['boy band', 'pop', 'post-teen pop']",0.0,0.0,Capitol,173073.0,0.198,-4.925,0.0482,98.005,Want You Back,1.0,0.573
Russell Dickerson,Yours,49.0,20.0,2017-11-04,260,0.119,Yours,album,Russell Dickerson,0.555,2017-10-13,0.722,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,11.0,Sony Music Entertainment,216960.0,0.0861,-6.005,0.034,134.058,Yours,2.0,0.559
6ix9ine Tory Lanez Young Thug,Rondo,73.0,1.0,2018-03-10,261,0.053,Day69: Graduation Day,album,6ix9ine,0.605,2018-04-10,0.789,1.0,"['rap', 'trap music']",0.0,9.0,ScumGang Records / TenThousand Projects,138473.0,0.735,-4.833,0.288,189.866,RONDO,3.0,0.731
Walker Hayes,You Broke Up With Me,62.0,19.0,2017-11-04,262,0.496,You Broke Up with Me,single,Walker Hayes,0.846,2017-01-27,0.711,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,0.0,Monument Records,197840.0,0.247,-7.939,0.061,120.013,You Broke Up with Me,1.0,0.883
6ix9ine,Kooda,50.0,9.0,2017-12-23,263,0.157,KOODA,single,6ix9ine,0.888,2017-12-03,0.65,1.0,"['rap', 'trap music']",0.0,1.0,Scumgang Records,142582.0,0.225,-4.497,0.334,91.222,KOODA,1.0,0.173
Khalid Swae Lee,The Ways,63.0,3.0,2018-02-24,264,0.0739,Black Panther The Album Music From And Inspired By,album,Khalid,0.725,2018-02-09,0.719,1.0,"['indie r&b', 'pop']",0.0,11.0,Interscope,238893.0,0.148,-5.885,0.0545,140.01,The Ways (with Swae Lee),4.0,0.57
Migos Post Malone,Notice Me,52.0,5.0,2018-02-10,265,0.104,Culture II,album,Migos,0.796,2018-01-26,0.338,1.0,"['pop', 'rap', 'trap music']",1.12e-06,5.0,"Quality Control Music, LLC",233880.0,0.165,-9.754,0.315,166.0,Notice Me,20.0,0.474
Kodak Black Lil Wayne,Codeine Dreaming,52.0,14.0,2017-12-16,266,0.0652,Project Baby 2: All Grown Up (Deluxe),album,Kodak Black,0.736,2017-11-24,0.604,1.0,"['pop', 'rap', 'southern hip hop', 'trap music']",6.43e-05,1.0,Atlantic Records,264531.0,0.124,-7.357,0.222,155.007,Codeine Dreaming (feat. Lil Wayne),20.0,0.574
Becky G Bad Bunny,Mayores,74.0,18.0,2017-11-04,267,0.141,Mayores,single,Becky G,0.743,2017-07-14,0.855,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0045,5.0,Kemosabe Records/RCA Records/Sony Music Latin,202453.0,0.099,-3.976,0.0436,96.989,Mayores,1.0,0.871
Cole Swindell,Break Up In The End,98.0,1.0,2018-03-10,268,0.456,Break Up in the End,single,Cole Swindell,0.51,2018-02-23,0.386,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,1.0,Warner Bros.,199436.0,0.252,-8.391,0.0307,86.36,Break Up in the End,1.0,0.266
Janelle Monae,Make Me Feel,99.0,1.0,2018-03-10,269,0.132,Dirty Computer,album,Janelle Monáe,0.859,2018-04-27,0.413,1.0,"['indie r&b', 'neo soul', 'pop']",0.0,1.0,Bad Boy Records,194230.0,0.334,-7.399,0.182,115.035,Make Me Feel,8.0,0.697
Plies,Rock,95.0,5.0,2018-02-03,270,0.0375,Rock,single,Plies,0.852,2018-03-16,0.691,1.0,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0.0,6.0,Big Gates/Slip N Slide/Atlantic,174653.0,0.0517,-5.175,0.139,61.115,Rock,1.0,0.658
Ed Sheeran,Shape Of You,1.0,59.0,2017-01-28,271,0.581,Shape of You,single,Ed Sheeran,0.825,2017-01-06,0.652,0.0,['pop'],0.0,1.0,Atlantic Records UK,233712.0,0.0931,-3.183,0.0802,95.977,Shape of You,1.0,0.931
Sam Smith,Too Good At Goodbyes,4.0,24.0,2017-09-30,272,0.615,The Thrill Of It All (Special Edition),album,Sam Smith,0.661,2017-11-03,0.373,0.0,['pop'],0.0,5.0,Safehouse Records / Island Records,201000.0,0.177,-8.249,0.0505,91.5,Too Good At Goodbyes,1.0,0.523
Lil Pump,Gucci Gang,3.0,24.0,2017-09-30,273,0.239,Lil Pump,album,Lil Pump,0.936,2017-10-06,0.523,1.0,['rap'],0.0,5.0,Warner Bros.,124055.0,0.117,-6.71,0.0597,119.889,Gucci Gang,2.0,0.699
Gucci Mane Migos,I Get The Bag,11.0,27.0,2017-09-09,274,0.0232,Mr. Davis,album,Gucci Mane,0.89,2017-10-13,0.633,1.0,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000343,11.0,Guwop Enterprises/Atlantic,233087.0,0.0993,-5.475,0.168,139.948,I Get The Bag (feat. Migos),3.0,0.425
Hailee Steinfeld Alesso Florida Georgia Line Watt,Let Me Go,40.0,22.0,2017-09-30,275,0.032,"Let Me Go (with Alesso, Florida Georgia Line & watt)",single,Hailee Steinfeld,0.667,2017-09-08,0.726,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,8.0,Universal Music Group,174800.0,0.0745,-4.172,0.054,103.001,"Let Me Go (with Alesso, Florida Georgia Line & watt)",1.0,0.77
Kendrick Lamar Travis Scott,Big Shot,71.0,2.0,2018-02-24,276,0.00763,Black Panther The Album Music From And Inspired By,album,Kendrick Lamar,0.854,2018-02-09,0.484,1.0,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0.0,1.0,Interscope,221826.0,0.097,-9.054,0.213,130.087,Big Shot (with Travis Scott),13.0,0.302
Kelsea Ballerini,Legends,68.0,12.0,2017-12-16,277,0.0558,Unapologetically,album,Kelsea Ballerini,0.575,2017-11-03,0.728,0.0,"['contemporary country', 'indonesian jazz']",0.0,4.0,Black River Entertainment,243426.0,0.0909,-5.846,0.032,112.029,Legends,12.0,0.242
Taylor Swift Ed Sheeran Future,End Game,18.0,14.0,2017-12-09,278,0.00806,reputation,album,Taylor Swift,0.453,2017-11-10,0.6,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,2.0,"Big Machine Records, LLC",244826.0,0.111,-6.217,0.15,159.088,End Game,2.0,0.154
Liam Payne Rita Ora,For You (Fifty Shades Freed),76.0,3.0,2018-01-20,279,0.0202,Fifty Shades Freed (Original Motion Picture Soundtrack),compilation,Liam Payne,0.524,2018-02-09,0.797,0.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']",0.0,2.0,Universal Music Group,245453.0,0.165,-4.614,0.0335,112.936,For You (Fifty Shades Freed) (& Rita Ora),2.0,0.187
WALK THE MOON,One Foot,65.0,8.0,2018-01-13,280,0.00773,One Foot,single,WALK THE MOON,0.581,2017-09-22,0.826,0.0,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",1.56e-06,0.0,RCA Records Label,261371.0,0.792,-4.87,0.0357,100.018,One Foot,1.0,0.492
Keith Urban,Female,69.0,6.0,2017-12-02,281,0.186,Graffiti U,album,Keith Urban,0.567,2018-04-27,0.477,0.0,"['australian country', 'contemporary country', 'country', 'country road']",4.86e-05,8.0,Capitol Nashville,195316.0,0.111,-8.781,0.0331,85.019,Female,14.0,0.321
Logic Alessia Cara Khalid,1-800-273-8255,3.0,42.0,2017-05-20,282,0.57,Everybody,album,Logic,0.629,2017-05-05,0.572,1.0,"['hip hop', 'pop rap', 'rap']",0.0,5.0,Def Jam Recordings,250173.0,0.192,-7.733,0.0387,100.015,1-800-273-8255,10.0,0.386
Kodak Black XXXTENTACION,Roll In Peace,31.0,26.0,2017-09-09,283,0.0306,Project Baby 2,album,Kodak Black,0.747,2017-08-18,0.524,1.0,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,10.0,Atlantic Records,213132.0,0.2,-6.807,0.245,140.053,Roll In Peace (feat. XXXTENTACION),3.0,0.363
Justin Timberlake,Filthy,9.0,6.0,2018-01-20,284,0.0354,Filthy,single,Justin Timberlake,0.745,2018-01-05,0.579,0.0,"['dance pop', 'pop']",0.0118,1.0,RCA Records Label,293946.0,0.246,-5.771,0.138,97.002,Filthy,1.0,0.645
