Artist_x,Title,PeakPos,Duration,Date,id,Acousticness,Album,AlbumType,Artist_y,Danceability,DateS,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,TrackNumber,Valence
Sam Hunt,Take Your Time,20.0,32.0,2015-01-17,1334,0.0869,Montevallo,album,Sam Hunt,0.551,2014-10-27,0.719,0.0,['contemporary country'],0.0,11.0,MCA Nashville,243706.0,0.219,-5.631,0.0416,158.08,Take Your Time,1.0,0.449
Trey Songz,Slow Motion,26.0,26.0,2015-02-07,1335,0.679,Trigga Reloaded,album,Trey Songz,0.733,2015-06-23,0.408,0.0,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",3.92e-05,7.0,Songbook/Atlantic,197854.0,0.11,-7.834,0.0388,94.947,Slow Motion,2.0,0.291
Drake,Charged Up,78.0,1.0,2015-08-22,1336,0.909,Charged Up,single,Drake,0.468,2015-07-31,0.693,1.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,6.0,Universal Music Group,189768.0,0.116,-7.059,0.553,84.762,Charged Up,1.0,0.308
Canaan Smith,Love You Like That,46.0,20.0,2015-04-11,1337,0.0127,Bronco,album,Canaan Smith,0.561,2015-06-23,0.756,0.0,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']",8.34e-05,11.0,Mercury Nashville,203052.0,0.233,-5.056,0.0287,145.129,Love You Like That,3.0,0.702
Maroon 5,This Summer's Gonna Hurt...,23.0,13.0,2015-05-30,1338,0.756,Babies Go Maroon 5,album,Sweet Little Band,0.762,2016-09-23,0.263,0.0,[],0.906,11.0,RGS Music,193426.0,0.0744,-18.243,0.0348,110.014,This Summer's Gonna Hurt Like a Mother Fxxxr,3.0,0.559
Brad Paisley,Crushin' It,66.0,15.0,2015-05-16,1339,0.0385,Moonshine in the Trunk,album,Brad Paisley,0.595,2014-08-22,0.823,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",1.35e-06,2.0,Arista Nashville,220146.0,0.0984,-5.864,0.0483,108.99,Crushin' It,1.0,0.745
Wale Usher,The Matrimony,70.0,19.0,2015-04-18,1340,0.438,The Album About Nothing,album,Wale,0.416,2015-03-31,0.712,1.0,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,5.0,MMG/Atlantic,395950.0,0.0642,-6.671,0.384,78.015,The Matrimony (feat. Usher),13.0,0.581
Sage The Gemini Nick Jonas,Good Thing,75.0,8.0,2015-07-04,1341,0.0135,Good Thing,single,Sage The Gemini,0.56,2015-05-18,0.732,1.0,"['dance pop', 'hyphy', 'pop', 'pop rap', 'rap', 'trap music']",0.0,4.0,Empire Distribution/Republic,226759.0,0.129,-6.245,0.179,94.055,Good Thing,1.0,0.245
Little Big Town,Girl Crush,18.0,24.0,2015-02-21,1342,0.822,Pain Killer,album,Little Big Town,0.513,2014-10-21,0.221,0.0,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.0,0.0,Capitol Records Nashville,193320.0,0.113,-10.233,0.0302,173.865,Girl Crush,5.0,0.354
Sia,Elastic Heart,17.0,30.0,2015-01-24,1343,0.0117,1000 Forms Of Fear (Deluxe Version),album,Sia,0.421,2015-05-01,0.791,0.0,"['australian dance', 'australian pop', 'dance pop', 'pop']",1.48e-05,9.0,Monkey Puzzle Records/RCA Records,257200.0,0.146,-4.998,0.0496,130.075,Elastic Heart,8.0,0.499
Taylor Swift,Shake It Off,1.0,50.0,2015-01-03,1344,0.0577,1989,album,Taylor Swift,0.653,2014-10-27,0.799,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,7.0,"Big Machine Records, LLC",219200.0,0.221,-5.359,0.163,160.017,Shake It Off,6.0,0.945
Janet J. Cole,No Sleeep,63.0,2.0,2015-07-11,1345,0.0131,Unbreakable,album,Janet Jackson,0.757,2015-10-02,0.47,0.0,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.000224,2.0,BMG Rights Management (US) LLC,260776.0,0.109,-7.722,0.125,88.047,No Sleeep (feat. J. Cole),9.0,0.32
Bea Miller,Fire N Gold,78.0,1.0,2015-08-15,1346,0.00463,Not An Apology,album,Bea Miller,0.539,2015-01-01,0.869,0.0,"['dance pop', 'indie poptimism', 'pop', 'post-teen pop', 'talent show', 'viral pop']",0.0,6.0,Hollywood Records,211573.0,0.324,-5.341,0.0471,143.987,Fire N Gold,2.0,0.362
Kelsea Ballerini,Love Me Like You Mean It,45.0,18.0,2015-04-18,1347,0.0452,The First Time,album,Kelsea Ballerini,0.645,2015-05-18,0.84,0.0,"['contemporary country', 'indonesian jazz']",0.0,4.0,Black River Entertainment,200026.0,0.327,-5.894,0.0518,151.94,Love Me Like You Mean It,3.0,0.805
Echosmith,Bright,40.0,20.0,2015-03-28,1348,0.637,Talking Dreams (Deluxe Version),album,Echosmith,0.646,2013-10-04,0.431,0.0,['pop'],6.99e-06,6.0,Warner Bros.,220626.0,0.113,-8.517,0.0262,90.034,Bright,6.0,0.292
Eminem Gwen Stefani,Kings Never Die,80.0,2.0,2015-08-01,1349,0.0247,Southpaw (Music From And Inspired By The Motion Picture),compilation,Eminem,0.779,2015-07-24,0.886,1.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,4.0,Shady/Interscope,296132.0,0.21,-5.314,0.113,112.459,Kings Never Die,2.0,0.0796
Janelle Monae Jidenna,Yoga,79.0,6.0,2015-07-11,1350,0.0159,Yoga,single,Janelle Monáe,0.74,2015-03-31,0.546,0.0,"['indie r&b', 'neo soul', 'pop']",8.41e-05,7.0,Wondaland Records/Epic,217678.0,0.209,-5.674,0.0498,130.028,Yoga,1.0,0.375
Prince Royce Jennifer Lopez Pitbull,Back It Up,92.0,2.0,2015-06-27,1351,0.139,Double Vision (Deluxe Edition),album,Prince Royce,0.724,2015-07-24,0.78,0.0,"['bachata', 'latin', 'latin pop', 'merengue urbano', 'pop', 'reggaeton', 'tropical']",0.0,1.0,Sony Music Latin/RCA Records,200920.0,0.0371,-6.772,0.0803,104.024,Back It Up - Video Version,3.0,0.771
Sam Smith,Like I Can,99.0,2.0,2015-07-11,1352,0.369,In The Lonely Hour,album,Sam Smith,0.644,2014-01-01,0.647,0.0,['pop'],2.27e-05,7.0,Capitol Records,167065.0,0.121,-6.61,0.0379,99.949,Like I Can,7.0,0.514
Easton Corbin,Baby Be My Love Song,56.0,16.0,2015-04-25,1353,0.0677,About To Get Real,album,Easton Corbin,0.488,2015-06-30,0.709,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,0.0,Mercury Nashville,199746.0,0.287,-6.063,0.046,168.05,Baby Be My Love Song,5.0,0.469
Florida Georgia Line,Sippin' On Fire,40.0,20.0,2015-04-04,1354,0.0051,Anything Goes,album,Florida Georgia Line,0.478,2014-10-14,0.929,0.0,"['contemporary country', 'country road', 'modern country rock']",1.03e-05,10.0,Big Machine Label Group,193640.0,0.348,-3.192,0.032,142.956,Sippin’ On Fire,6.0,0.749
Future,Blow A Bag,95.0,1.0,2015-08-08,1355,0.218,DS2 (Deluxe),album,Future,0.793,2015-07-17,0.607,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",4.95e-06,4.0,Epic/Freebandz/A1,194240.0,0.348,-6.488,0.082,140.992,Blow a Bag,10.0,0.15
twenty one pilots,Tear In My Heart,82.0,8.0,2015-04-25,1356,0.0189,Blurryface,album,Twenty One Pilots,0.655,2015-05-15,0.632,0.0,['pop punk'],0.0,2.0,Fueled By Ramen,188493.0,0.0722,-4.802,0.0489,120.113,Tear In My Heart,5.0,0.447
Ciara,Dance Like We're Making Love,100.0,1.0,2015-08-08,1357,0.063,Jackie (Deluxe),album,Ciara,0.721,2015-05-01,0.541,0.0,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",4.47e-06,7.0,Epic,256600.0,0.165,-8.623,0.0659,96.046,Dance Like We're Making Love,4.0,0.263
Natalie La Rose Jeremih,Somebody,10.0,26.0,2015-02-07,1358,0.000979,Somebody,single,Natalie La Rose,0.842,2015-01-06,0.531,0.0,[],1.34e-05,0.0,Universal Records,189906.0,0.0667,-8.729,0.0377,105.013,Somebody,1.0,0.765
Taylor Swift,Style,6.0,32.0,2015-01-10,1359,0.00253,1989 (Deluxe Edition),album,Taylor Swift,0.594,2014-10-27,0.8,0.0,"['dance pop', 'pop', 'post-teen pop']",0.00244,7.0,"Big Machine Records, LLC",231000.0,0.117,-5.56,0.0377,95.036,Style,3.0,0.473
Billy Currington,Don't It,44.0,20.0,2015-03-21,1360,0.083,Summer Forever,album,Billy Currington,0.503,2015-06-02,0.824,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,3.0,Mercury Nashville,184506.0,0.21,-4.039,0.0524,161.981,It Don't Hurt Like It Used To,7.0,0.448
Carrie Underwood,Little Toy Guns,47.0,18.0,2015-03-28,1361,0.00407,Greatest Hits: Decade #1,album,Carrie Underwood,0.434,2014-12-09,0.868,0.0,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",1.98e-06,7.0,19 Recordings Limited / Arista Nashville,210760.0,0.0919,-1.208,0.0603,161.886,Little Toy Guns,2.0,0.204
Carly Rae Jepsen,I Really Like You,39.0,20.0,2015-03-21,1362,0.00553,Emotion,album,Carly Rae Jepsen,0.623,2015-08-21,0.81,0.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",5.15e-05,5.0,Interscope,204772.0,0.257,-4.683,0.0418,122.041,I Really Like You,3.0,0.579
Meek Mill,Lord Knows,88.0,2.0,2015-07-25,1363,0.0168,Dreams Worth More Than Money,album,Meek Mill,0.434,2015-06-29,0.695,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,10.0,MMG/Atlantic,318840.0,0.834,-7.464,0.485,167.309,Lord Knows (feat. Tory Lanez),1.0,0.16
Meek Mill Future,Jump Out The Face,91.0,2.0,2015-07-25,1364,0.0411,Dreams Worth More Than Money,album,Meek Mill,0.699,2015-06-29,0.543,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1.26e-06,0.0,MMG/Atlantic,161906.0,0.178,-8.879,0.138,130.064,Jump Out The Face (feat. Future),3.0,0.14
Tech N9Ne 2 Chainz B.o.B,Hood Go Crazy,90.0,7.0,2015-06-20,1365,0.00714,Special Effects,album,Tech N9ne,0.912,2015-05-04,0.644,1.0,"['dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",0.0,11.0,"Strange Music, Inc",225040.0,0.107,-6.632,0.287,96.0,Hood Go Crazy,11.0,0.492
Flo Rida Sage The Gemini Lookas,G.D.F.R.,8.0,35.0,2015-01-03,1366,0.000704,MY HOUSE,album,Flo Rida,0.657,2015-04-07,0.827,0.0,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.00534,5.0,Poe Boy/Atlantic,190185.0,0.065,-4.036,0.0734,145.889,GDFR (feat. Sage The Gemini & Lookas),6.0,0.69
Steven Tyler,Love Is Your Name,75.0,1.0,2015-07-25,1367,0.0101,We're All Somebody From Somewhere,album,Steven Tyler,0.504,2016-07-15,0.833,0.0,[],0.0,4.0,Dot Records,210386.0,0.309,-6.008,0.0406,104.993,Love Is Your Name,5.0,0.354
Meek Mill Nicki Minaj,Bad For You,78.0,2.0,2015-07-18,1368,0.378,Dreams Worth More Than Money,album,Meek Mill,0.68,2015-06-29,0.571,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,MMG/Atlantic,203573.0,0.103,-7.054,0.222,145.021,Bad For You (feat. Nicki Minaj),12.0,0.0911
A Thousand Horses,Smoke,47.0,20.0,2015-03-14,1370,0.0409,Southernality,album,A Thousand Horses,0.442,2015-06-09,0.788,0.0,"['contemporary country', 'country road', 'lift kit', 'modern country rock']",8.75e-05,7.0,Big Machine Label Group,219080.0,0.386,-5.508,0.0288,149.624,Smoke,3.0,0.428
NEEDTOBREATHE Gavin DeGraw,Brother,98.0,2.0,2015-07-18,1371,0.135,Brother,single,NEEDTOBREATHE,0.526,2015-02-02,0.803,0.0,"['acoustic pop', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'indiecoustica', 'neo mellow', 'pop rock', 'worship']",0.0,11.0,Atlantic Records,208205.0,0.119,-3.989,0.127,157.887,Brother (feat. Gavin DeGraw),1.0,0.564
George Ezra,Budapest,32.0,23.0,2015-02-14,1372,0.0846,Wanted on Voyage,album,George Ezra,0.717,2015-01-20,0.455,0.0,"['neo-singer-songwriter', 'pop']",0.0,5.0,Columbia,200733.0,0.11,-8.303,0.0276,127.81,Budapest,2.0,0.389
Taylor Swift,Blank Space,1.0,36.0,2015-01-03,1373,0.0847,1989,album,Taylor Swift,0.751,2014-10-27,0.684,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,5.0,"Big Machine Records, LLC",231826.0,0.0737,-5.448,0.0679,95.979,Blank Space,2.0,0.597
Miguel,Coffee,78.0,3.0,2015-05-23,1374,0.0165,Coffee (F***ing),single,Miguel,0.543,2015-05-01,0.667,1.0,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",2.69e-05,8.0,ByStorm Entertainment/RCA Records,314053.0,0.15,-7.333,0.0633,162.067,Coffee (F***ing),1.0,0.196
Drake,Know Yourself,53.0,20.0,2015-03-07,1375,0.19,If You're Reading This It's Too Late,album,Drake,0.735,2015-02-12,0.41,1.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,11.0,Cash Money Records/Motown Records,275840.0,0.341,-8.735,0.2,114.812,Know Yourself,4.0,0.164
Jessie J,Flashlight,61.0,7.0,2015-06-06,1376,0.366,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),compilation,Jessie J,0.458,2015-05-12,0.629,0.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'viral pop']",7.52e-06,5.0,Universal Music Group,209560.0,0.102,-6.949,0.0441,147.728,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",22.0,0.416
Meghan Trainor,Dear Future Husband,14.0,24.0,2015-01-10,1377,0.375,Title (Deluxe),album,Meghan Trainor,0.655,2015-01-09,0.782,0.0,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",0.0,1.0,Epic,184226.0,0.317,-4.789,0.185,79.427,Dear Future Husband,3.0,0.832
Ariana Grande,One Last Time,13.0,20.0,2015-02-28,1378,0.093,My Everything (Deluxe),album,Ariana Grande,0.628,2014-08-25,0.593,0.0,"['dance pop', 'pop', 'post-teen pop']",1.65e-06,8.0,Universal Records,197266.0,0.096,-5.036,0.0323,125.026,One Last Time,3.0,0.104
Drake,Energy,26.0,20.0,2015-02-28,1379,0.329,If You're Reading This It's Too Late,album,Drake,0.743,2015-02-12,0.571,1.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,11.0,Cash Money Records/Motown Records,181933.0,0.522,-8.038,0.505,172.056,Energy,2.0,0.571
Kenny Chesney With Grace Potter,Wild Child,56.0,15.0,2015-03-28,1380,0.475,The Big Revival,album,Kenny Chesney,0.586,2014-09-22,0.633,0.0,"['contemporary country', 'country', 'country road']",4.29e-06,3.0,"Blue Chair Records, LLC / Columbia Nashville",189800.0,0.164,-7.688,0.0318,148.984,Wild Child (with Grace Potter),5.0,0.445
"Shaggy Mohombi, Faydee, Costi",I Need Your Love,66.0,8.0,2015-05-23,1381,0.122,I Need Your Love,single,Shaggy,0.529,2014-12-22,0.794,0.0,"['pop rap', 'reggae fusion']",0.0,5.0,RED MUSIC/Sony Music Entertainment,216666.0,0.117,-3.903,0.164,119.956,I Need Your Love,1.0,0.543
Madonna Nicki Minaj,B**** I'm Madonna,84.0,2.0,2015-07-04,1382,0.0507,Rebel Heart (Deluxe),album,Madonna,0.723,2015-03-10,0.613,1.0,"['dance pop', 'europop', 'pop', 'pop rock']",0.000314,3.0,Interscope,227480.0,0.176,-5.707,0.156,150.076,Bitch I'm Madonna,6.0,0.539
Britney Spears Iggy Azalea,Pretty Girls,29.0,8.0,2015-05-23,1383,0.00799,Pretty Girls,single,Britney Spears,0.834,2015-05-04,0.831,0.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.0,7.0,RCA Records Label,163960.0,0.217,-6.061,0.0745,103.009,Pretty Girls,1.0,0.788
Young Thug,Check,100.0,1.0,2015-07-11,1384,0.0428,Barter 6,album,Young Thug,0.667,2015-04-16,0.581,1.0,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,0.0,300 Entertainment/Atl,230693.0,0.183,-5.164,0.323,110.953,Check,4.0,0.368
Sam Smith,Lay Me Down,8.0,20.0,2015-02-21,1385,0.922,In The Lonely Hour (Drowning Shadows Edition),album,Sam Smith,0.473,2015-11-06,0.192,0.0,['pop'],0.0,4.0,UMG-EMI,219535.0,0.106,-10.979,0.0417,125.152,Lay Me Down,23.0,0.335
Hilary Duff,Sparks,93.0,1.0,2015-07-04,1386,0.0416,Breathe In. Breathe Out.,album,Hilary Duff,0.847,2015-06-12,0.882,0.0,"['dance pop', 'pop', 'post-teen pop']",0.000201,11.0,RCA Records Label,185920.0,0.103,-4.536,0.0551,122.013,Sparks,1.0,0.793
Kevin Gates August Alsina,I Don't Get Tired (#IDGT),90.0,9.0,2015-05-09,1387,0.0524,Luca Brasi 2: Gangsta Grillz,album,Kevin Gates,0.492,2014-12-15,0.698,1.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Bread Winners' Association/Atlantic,209707.0,0.428,-5.606,0.171,139.953,I Don't Get Tired (#IDGT) [feat. August Alsina],2.0,0.288
Chedda Da Connect,Flicka Da Wrist,94.0,4.0,2015-05-16,1388,0.043,Flicka Da Wrist,single,Chedda Da Connect,0.949,2015-03-03,0.387,1.0,['trap music'],1.51e-06,6.0,eOne Music,221667.0,0.0578,-8.798,0.352,125.047,Flicka Da Wrist,1.0,0.558
Bandit Gang Marco Dro,Nasty,41.0,9.0,2015-05-09,1389,0.0164,Nasty The Album,album,Bandit Gang Marco,0.883,2015-01-20,0.486,1.0,['deep pop r&b'],0.0,11.0,Diamond Style Records,189884.0,0.461,-8.175,0.271,134.985,Nasty (feat. Dro),2.0,0.462
Pitbull Ne-Yo,Time Of Our Lives,9.0,27.0,2015-01-03,1390,0.0921,Globalization,album,Pitbull,0.72,2014-11-21,0.802,1.0,"['dance pop', 'latin', 'pop', 'pop rap']",0.0,1.0,Mr.305/Polo Grounds Music/RCA Records,229360.0,0.694,-5.797,0.0582,124.043,Time of Our Lives,4.0,0.723
Nick Jonas,Chains,13.0,20.0,2015-02-14,1391,0.014,Nick Jonas X2,album,Nick Jonas,0.538,2015-11-20,0.601,0.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",0.0,0.0,Universal Music Group,203106.0,0.0723,-5.901,0.0472,151.895,Chains,1.0,0.169
Travi$ Scott Future 2 Chainz,3500,82.0,1.0,2015-06-27,1392,0.114,Rodeo (Deluxe),album,Travis Scott,0.773,2015-09-04,0.595,1.0,"['pop', 'pop rap', 'rap', 'trap music']",2.47e-06,8.0,Epic/Grand Hustle,461840.0,0.13,-6.062,0.161,123.968,3500,3.0,0.338
"Kanye West Theophilus London, Allan Kingdom Paul McCartney",All Day,15.0,15.0,2015-03-21,1393,0.0648,All Day,single,Kanye West,0.855,2015-03-02,0.638,1.0,"['pop rap', 'rap']",0.0,9.0,Rock The World/IDJ/Kanye LP7,310906.0,0.162,-4.968,0.143,122.967,All Day,1.0,0.412
Zedd Selena Gomez,I Want You To Know,17.0,16.0,2015-03-14,1394,0.0047,True Colors,album,Zedd,0.58,2015-05-18,0.842,0.0,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']",5.87e-06,9.0,Interscope Records,239999.0,0.158,-2.867,0.0656,129.955,I Want You To Know,2.0,0.347
A$AP Rocky,L$D,62.0,3.0,2015-06-13,1395,0.193,AT.LONG.LAST.A$AP,album,A$AP Rocky,0.598,2015-05-26,0.252,1.0,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.138,2.0,A$AP Worldwide/Polo Grounds Music/RCA Records,238306.0,0.0992,-15.086,0.0647,120.06,L$D,4.0,0.0352
Eminem,Phenomenal,47.0,1.0,2015-06-20,1396,0.147,Southpaw (Music From And Inspired By The Motion Picture),compilation,Eminem,0.637,2015-07-24,0.848,1.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,1.0,Shady/Interscope,282546.0,0.0478,-2.36,0.0464,120.977,Phenomenal,13.0,0.0395
How I Became The Bomb,"Ulay, Oh",58.0,1.0,2015-06-20,1397,0.92,Adonis,single,How I Became the Bomb,0.492,2015-06-06,0.392,0.0,['vapor pop'],3.18e-05,0.0,S-Curve Records,184734.0,0.155,-7.736,0.0336,147.895,"Ulay, Oh",5.0,0.488
Nicki Minaj Drake Lil Wayne,Truffle Butter,14.0,20.0,2015-02-07,1398,0.0525,Truffle Butter,single,Nicki Minaj,0.896,2015-01-23,0.672,1.0,"['dance pop', 'hip pop', 'pop', 'pop rap']",3.14e-05,10.0,Universal Music Group,219226.0,0.12,-6.875,0.0479,105.098,Truffle Butter,1.0,0.523
Rihanna Kanye West Paul McCartney,FourFiveSeconds,4.0,20.0,2015-02-07,1399,0.878,FourFiveSeconds,single,Rihanna,0.576,2015-01-24,0.267,0.0,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.0,2.0,Roc Nation / Rihanna,188238.0,0.119,-5.668,0.044,205.888,FourFiveSeconds,1.0,0.326
A$AP Rocky ScHoolboy Q,Electric Body,80.0,2.0,2015-06-13,1400,0.492,AT.LONG.LAST.A$AP,album,A$AP Rocky,0.897,2015-05-26,0.598,1.0,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0014,2.0,A$AP Worldwide/Polo Grounds Music/RCA Records,255253.0,0.0646,-7.164,0.0466,119.966,Electric Body,8.0,0.528
Jamie Foxx Chris Brown,You Changed Me,93.0,2.0,2015-06-13,1401,0.123,Hollywood: A Story of a Dozen Roses (Deluxe Version),album,Jamie Foxx,0.696,2015-05-15,0.65,1.0,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",0.0,11.0,JB Venture/RCA Records,242266.0,0.21,-6.578,0.252,137.967,You Changed Me,2.0,0.531
Meghan Trainor,All About That Bass,1.0,47.0,2015-01-03,1402,0.0476,All About That Bass,single,Meghan Trainor,0.811,2014-06-30,0.879,0.0,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",1.91e-06,9.0,Epic,188754.0,0.109,-3.724,0.0514,134.064,All About That Bass,1.0,0.962
Zac Brown Band,Homegrown,35.0,20.0,2015-01-31,1403,0.0189,JEKYLL + HYDE,album,Zac Brown Band,0.717,2015-04-28,0.796,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",8.94e-05,6.0,Zac Brown,205000.0,0.19,-3.677,0.0303,105.017,Homegrown,4.0,0.942
Kelly Clarkson,Heartbeat Song,21.0,20.0,2015-01-31,1404,0.0137,Piece By Piece (Deluxe Version),album,Kelly Clarkson,0.49,2015-02-27,0.798,0.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']",0.0,6.0,RCA Records Label,198733.0,0.0627,-3.66,0.0489,149.109,Heartbeat Song,1.0,0.479
Ciara,I Bet,43.0,14.0,2015-02-14,1405,0.0808,I Bet,single,Ciara,0.739,2015-01-26,0.616,1.0,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",0.0,8.0,Epic,287850.0,0.0759,-7.246,0.0621,129.016,I Bet,1.0,0.341
Kendrick Lamar,King Kunta,58.0,11.0,2015-04-04,1406,0.00515,To Pimp A Butterfly,album,Kendrick Lamar,0.881,2015-03-16,0.658,1.0,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0.0,11.0,Top Dawg Entertainment / Aftermath Records / Interscope Records,234693.0,0.203,-4.53,0.101,107.052,King Kunta,3.0,0.486
Keith Urban Eric Church,Raise 'Em Up,56.0,14.0,2015-03-14,1407,0.649,Fuse (Deluxe Edition),album,Keith Urban,0.602,2013-01-01,0.784,0.0,"['australian country', 'contemporary country', 'country', 'country road']",2.29e-05,4.0,Hit Red Records/Capitol Nashville,184946.0,0.176,-7.854,0.0411,108.033,Raise 'Em Up,12.0,0.493
Sawyer Fredericks,Please,37.0,1.0,2015-06-06,1408,0.115,The Complete Season 8 Collection (The Voice Performance),album,Sawyer Fredericks,0.416,2015-05-20,0.517,0.0,[],3.1e-05,0.0,Universal Music Group,230413.0,0.106,-6.24,0.0273,147.958,Please - The Voice Performance,14.0,0.348
Nicki Minaj Beyonce,Feeling Myself,39.0,20.0,2015-01-03,1409,0.453,The Pinkprint (Deluxe),album,Nicki Minaj,0.682,2014-12-15,0.707,1.0,"['dance pop', 'hip pop', 'pop', 'pop rap']",0.00733,2.0,Cash Money Records/Motown Records,237840.0,0.419,-5.611,0.207,139.163,Feeling Myself,5.0,0.439
Hozier,Take Me To Church,2.0,41.0,2015-01-03,1410,0.634,Hozier,album,Hozier,0.566,2014-10-07,0.664,0.0,"['folk-pop', 'pop']",0.0,4.0,Columbia,241693.0,0.116,-5.303,0.0464,128.945,Take Me to Church,1.0,0.437
Chris Brown Tyga,Ayo,21.0,20.0,2015-01-24,1411,0.0399,Fan of A Fan The Album (Deluxe Version),album,Chris Brown,0.823,2015-02-20,0.563,1.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",0.0,6.0,RCA Records/Young Money Entertainment/Cash Money Records,225226.0,0.0851,-5.095,0.0443,98.031,Ayo,3.0,0.682
Sawyer Fredericks,Old Man,63.0,1.0,2015-06-06,1412,0.0415,The Complete Season 8 Collection (The Voice Performance),album,Sawyer Fredericks,0.492,2015-05-20,0.763,0.0,[],3.02e-05,9.0,Universal Music Group,184529.0,0.0959,-4.064,0.0339,140.118,Old Man - The Voice Performance,12.0,0.247
Meghan Linsey,Change My Mind,92.0,1.0,2015-06-06,1413,0.519,The Complete Season 8 Collection (The Voice Performance),album,Meghan Linsey,0.404,2015-05-20,0.569,0.0,[],0.0,6.0,Universal Music Group,204418.0,0.0768,-4.42,0.0424,118.762,Change My Mind - The Voice Performance,14.0,0.255
Eric Paslay,She Don't Love You,77.0,12.0,2015-03-21,1414,0.302,Eric Paslay,album,Eric Paslay,0.342,2014-01-01,0.338,0.0,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']",1.07e-06,7.0,Capitol Nashville,262053.0,0.114,-8.414,0.029,151.37,She Don't Love You,9.0,0.172
Luke Bryan,Games,92.0,5.0,2015-03-28,1415,0.179,Spring Break...Checkin' Out,album,Luke Bryan,0.516,2015-03-10,0.886,0.0,"['contemporary country', 'country', 'country road']",0.0,8.0,Capitol Records Nashville,176293.0,0.135,-3.368,0.104,157.907,Games,2.0,0.882
Rae Sremmurd Nicki Minaj Young Thug,Throw Sum Mo,30.0,20.0,2015-01-17,1416,0.0417,SremmLife,album,Rae Sremmurd,0.854,2015-01-06,0.645,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000115,6.0,Eardruma/Interscope Records,260453.0,0.103,-8.021,0.141,142.053,Throw Sum Mo,8.0,0.569
