Acousticness,Album,Album Type,Artist,Danceability,Date,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,Track Number,Valence
0.1,Die Lit,album,Playboi Carti,0.912,2018-05-11,0.755,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,2.0,AWGE Label,161200.0,0.179,-5.393,0.142,140.051,R.I.P. Fredo (feat. Young Nudy) - Notice Me,18.0,0.625
0.883,dont smile at me,single,Billie Eilish,0.829,2017-12-22,0.196,0.0,['pop'],4.22e-06,0.0,Darkroom/Interscope Records,204770.0,0.109,-12.197,0.143,129.905,party favor,5.0,0.2
0.283,GOOD MAN,single,Ne-Yo,0.69,2018-02-08,0.545,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,9.0,Motown (Capitol),229220.0,0.481,-5.979,0.211,72.346,GOOD MAN,1.0,0.505
0.0453,SHINE,album,Wale,0.728,2017-04-28,0.811,0.0,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",2.07e-06,7.0,MMG/Atlantic,228706.0,0.362,-4.278,0.0564,114.995,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",4.0,0.705
0.0647,Quality Control: Control The Streets Volume 1,album,Quality Control,0.974,2017-12-08,0.294,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",0.0,0.0,"Quality Control Music, LLC",145188.0,0.181,-10.979,0.568,116.038,Menace,8.0,0.231
0.0646,Boys,single,Charli XCX,0.867,2017-07-26,0.545,0.0,"['candy pop', 'dance pop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",0.000289,2.0,Atlantic Records UK,162585.0,0.0505,-5.192,0.0625,139.943,Boys,1.0,0.525
0.0874,Alone,single,Russ,0.537,2018-01-19,0.528,1.0,"['hip hop', 'pop', 'rap']",0.0,11.0,Columbia,178773.0,0.0855,-7.666,0.208,96.931,Alone,1.0,0.124
0.49,Dirty Computer,album,Janelle Monáe,0.833,2018-04-27,0.624,1.0,"['indie r&b', 'neo soul', 'pop']",0.0,11.0,Bad Boy Records,190288.0,0.117,-6.306,0.325,101.96,Django Jane,6.0,0.26
0.156,Ain't Too Long,album,YoungBoy Never Broke Again,0.695,2017-07-31,0.648,1.0,['trap music'],0.0,5.0,"Never Broke Again, LLC",236120.0,0.186,-7.34,0.0831,80.037,War With Us,6.0,0.523
0.447,Moana (Original Motion Picture Soundtrack/Deluxe Edition),compilation,Jemaine Clement,0.646,2016-11-18,0.684,0.0,[],0.0,0.0,Walt Disney Records,185466.0,0.101,-7.632,0.24,146.14,Shiny,8.0,0.57
0.0181,Phone (feat. NAV),single,Smokepurpp,0.802,2017-12-29,0.489,1.0,"['pop', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",0.0,5.0,Alamo Records / Interscope,185806.0,0.0857,-8.12,0.128,155.021,Phone (feat. NAV),1.0,0.613
0.0164,The Bigger Artist,album,A Boogie Wit da Hoodie,0.759,2017-09-29,0.646,1.0,"['pop', 'rap', 'trap music']",0.0,5.0,Highbridge The Label,197666.0,0.137,-7.815,0.304,145.005,No Promises,1.0,0.242
0.0587,SremmLife 2 (Deluxe),album,Rae Sremmurd,0.785,2016-08-12,0.571,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,0.0,Eardruma/Interscope Records,228000.0,0.327,-7.477,0.0382,120.025,Look Alive,4.0,0.219
0.303,Keeper of the Flame (Radio Edit),single,Miranda Lambert,0.631,2018-04-13,0.662,0.0,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",6.18e-06,6.0,Vanner Records/RCA Records Label Nashville,219945.0,0.17,-6.392,0.0326,116.563,Keeper of the Flame - Radio Edit,1.0,0.268
0.609,Camila,album,Camila Cabello,0.732,2018-01-12,0.436,0.0,"['pop', 'post-teen pop']",0.0,1.0,Syco Music/Epic,164373.0,0.108,-7.409,0.117,94.852,All These Years,2.0,0.475
0.114,Deadpool 2 (Original Motion Picture Soundtrack),compilation,Diplo,0.618,2018-05-18,0.845,1.0,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",0.0,2.0,Columbia,181720.0,0.415,0.175,0.132,171.921,Welcome to the Party,2.0,0.486
0.405,I Have Questions,single,Camila Cabello,0.393,2017-05-21,0.555,0.0,"['pop', 'post-teen pop']",0.0,10.0,Syco Music/Epic,221881.0,0.105,-6.096,0.276,167.999,I Have Questions,1.0,0.22
0.314,Deadstar,album,Smokepurpp,0.875,2017-09-29,0.884,1.0,"['pop', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",8.21e-06,0.0,Alamo Records / Interscope,194771.0,0.128,-5.584,0.215,130.02,Fingers Blue (feat. Travis Scott),8.0,0.847
0.00275,SR3MM,album,Rae Sremmurd,0.968,2018-05-04,0.563,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Mike WiLL Made-It,238020.0,0.108,-6.744,0.125,130.039,"""42"" - From SR3MM",6.0,0.324
0.343,First Burn,single,Ari Afsar,0.679,2018-04-30,0.472,0.0,[],0.0,11.0,Atlantic Records,182827.0,0.649,-6.871,0.036,99.024,First Burn,1.0,0.346
0.0314,SEPT 5TH,album,dvsn,0.771,2016-03-27,0.466,1.0,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap soul']",0.000761,0.0,OVO Sound/Warner Bros.,419500.0,0.31,-8.651,0.0308,110.011,With Me,1.0,0.245
0.0545,A Love Letter To You,album,Trippie Redd,0.622,2017-05-14,0.594,1.0,"['rap', 'trap music']",0.0,5.0,Strainge Entertainment,155368.0,0.082,-7.957,0.154,81.14,Love Scars Pt. 2 / Rack City,2.0,0.214
0.0229,Love Lies (Snakehips Remix),single,Khalid,0.388,2018-05-11,0.837,1.0,"['indie r&b', 'pop']",1.53e-06,6.0,RCA Records Label,202934.0,0.149,-3.022,0.107,143.271,Love Lies - Snakehips Remix,1.0,0.378
0.00041,Magenta Riddim,single,DJ Snake,0.604,2018-02-23,0.897,0.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'tropical house']",0.838,10.0,Geffen,194490.0,0.327,-3.678,0.0641,102.053,Magenta Riddim,1.0,0.588
0.0358,A Moment Apart,album,ODESZA,0.612,2017-09-08,0.628,0.0,"['chillwave', 'ninja']",0.00898,2.0,Counter Records,228154.0,0.193,-6.754,0.0752,125.043,Late Night,6.0,0.434
0.39,The Thrill Of It All (Special Edition),album,Sam Smith,0.672,2017-11-03,0.521,0.0,['pop'],0.0,1.0,Safehouse Records / Island Records,192922.0,0.337,-6.445,0.0273,103.267,One Last Song,3.0,0.443
0.0507,BEWARE THE BOOK OF ELI,album,Ski Mask The Slump God,0.897,2018-05-11,0.293,1.0,"['rap', 'trap music', 'underground hip hop']",3.91e-05,1.0,Victor/Republic Records,145986.0,0.1,-8.771,0.171,145.029,GEEKIN,7.0,0.204
0.263,Who Are You?,single,Lil Xan,0.834,2016-10-21,0.748,1.0,['underground hip hop'],0.0,4.0,Independent,203701.0,0.121,-2.655,0.0476,132.071,Who Are You?,1.0,0.824
0.0622,Zum Zum,single,Daddy Yankee,0.839,2018-06-15,0.832,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",4.59e-06,0.0,Pina Records,235773.0,0.282,-2.492,0.0531,92.004,Zum Zum,1.0,0.529
0.051,Elohim,album,Elohim,0.608,2018-04-27,0.736,0.0,"['indie poptimism', 'indietronica', 'vapor soul']",0.0,6.0,BMG Rights Management (US) LLC,202886.0,0.215,-6.7,0.165,97.038,Sleepy Eyes,3.0,0.489
0.0467,"Huncho Jack, Jack Huncho",album,Huncho Jack,0.76,2017-12-21,0.763,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,"Quality Control Music, LLC",251968.0,0.198,-2.964,0.0787,140.044,Where U From,12.0,0.321
0.0658,Ctrl,album,SZA,0.805,2017-06-09,0.702,1.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",0.0,1.0,Top Dawg Entertainment/RCA Records,196133.0,0.123,-4.877,0.0887,120.041,Prom,5.0,0.225
0.235,The Divine Feminine,album,Mac Miller,0.545,2016-09-16,0.534,1.0,"['hip hop', 'pop rap', 'rap']",0.0,8.0,Warner Bros.,480186.0,0.345,-6.874,0.047,140.021,Cinderella (feat. Ty Dolla $ign),5.0,0.24
0.796,Andamos En El Ruedo,album,Ulices Chaidez Y Sus Plebes,0.685,2016-10-21,0.443,0.0,"['regional mexican', 'regional mexican pop']",6.94e-06,0.0,DEL Records,194962.0,0.115,-7.463,0.0376,136.958,Te Regalo,14.0,0.703
0.02,Pacific Daydream,album,Weezer,0.53,2017-10-27,0.867,0.0,"['alternative rock', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'post-grunge', 'rock']",0.000248,11.0,Crush Music/Atlantic,195893.0,0.737,-4.989,0.0504,175.981,Feels Like Summer,3.0,0.74
0.165,SAVAGE,album,Tank,0.635,2017-09-29,0.324,1.0,"['deep pop r&b', 'pop', 'r&b', 'urban contemporary']",4.18e-06,6.0,R&B Money/Atlantic Records,309120.0,0.108,-9.51,0.0769,117.863,When We,8.0,0.0741
0.718,Golden Hour,album,Kacey Musgraves,0.447,2018-03-30,0.429,0.0,"['contemporary country', 'country dawn']",0.0163,1.0,MCA Nashville,216280.0,0.105,-7.36,0.028,116.521,Space Cowboy,7.0,0.074
0.745,Our Precious Lives,single,Alan Ellis,0.0962,2016-06-23,0.0904,0.0,['focus'],0.731,1.0,Alan Ellis,208477.0,0.0921,-20.659,0.0418,87.609,A Rising Sun,4.0,0.0326
0.0646,Cross My Mind: The Mixtape,single,A R I Z O N A,0.632,2017-08-18,0.805,0.0,"['deep tropical house', 'edm', 'indie poptimism', 'pop', 'tropical house']",5.83e-05,0.0,Atlantic Records,217793.0,0.161,-5.188,0.045,93.009,Cross My Mind Pt. 2 (feat. Kiiara),1.0,0.429
0.184,Oh Devil (Radio Version),single,Electric Guest,0.894,2017-06-16,0.565,0.0,"['alternative dance', 'indie pop', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'shimmer pop', 'vapor soul']",0.00668,7.0,Downtown/Interscope Records,217386.0,0.224,-5.484,0.0788,96.987,Oh Devil - Radio Version,1.0,0.686
0.00603,REDMERCEDES,single,Aminé,0.809,2017-03-03,0.636,1.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap']",0.0264,1.0,Universal Music Group,169706.0,0.274,-5.923,0.217,102.012,REDMERCEDES,1.0,0.569
0.107,hopeless fountain kingdom (Deluxe),album,Halsey,0.657,2017-06-02,0.437,1.0,"['dance pop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0.0,5.0,Astralwerks (ASW),101789.0,0.175,-6.049,0.0442,95.084,Walls Could Talk,10.0,0.549
0.00613,Glock In My Benz,single,Smokepurpp,0.691,2017-05-12,0.715,1.0,"['pop', 'rap', 'trap music', 'underground hip hop', 'vapor trap']",0.0,8.0,Alamo Records,201720.0,0.0368,-7.215,0.0589,77.223,Glock In My Benz,1.0,0.465
0.0505,Let The Record Play,album,Moon Taxi,0.68,2018-01-19,0.735,0.0,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock']",0.00132,11.0,RCA Records Label,213120.0,0.109,-5.553,0.0482,106.994,Two High,4.0,0.523
0.522,Light of Mine,album,KYLE,0.628,2018-05-18,0.417,1.0,"['hip hop', 'pop', 'pop rap', 'rap']",0.0,0.0,independently popular.,284173.0,0.184,-10.434,0.711,114.578,Ups & Downs,1.0,0.483
0.0303,T R A P S O U L,album,Bryson Tiller,0.528,2015-10-02,0.759,0.0,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",0.0,6.0,TrapSoul/RCA Records,199320.0,0.103,-6.476,0.284,183.276,Been That Way,12.0,0.801
0.106,The Human Condition,album,Jon Bellion,0.614,2016-06-10,0.798,0.0,"['pop', 'pop rap']",5.83e-06,4.0,Capitol Records (CAP),208124.0,0.0966,-3.16,0.142,98.127,Guillotine,13.0,0.593
0.843,Andamos En El Ruedo,album,Ulices Chaidez Y Sus Plebes,0.661,2016-10-21,0.474,0.0,"['regional mexican', 'regional mexican pop']",3.98e-05,10.0,DEL Records,205420.0,0.111,-6.67,0.0353,145.924,¿Por Que Me Enamoré?,5.0,0.798
0.186,Alone,single,Alan Walker,0.676,2016-12-02,0.929,0.0,['tropical house'],0.000405,10.0,MER Musikk,161200.0,0.121,-3.194,0.0458,97.019,Alone,1.0,0.157
0.00377,FREE 6LACK,album,6LACK,0.74,2016-11-18,0.536,1.0,"['hip hop', 'indie r&b', 'pop', 'rap', 'trap music']",4.24e-06,9.0,LVRN/Interscope Records,263013.0,0.104,-5.335,0.0443,123.947,Free,4.0,0.357
0.173,The Beautiful & Damned,album,G-Eazy,0.656,2017-12-15,0.804,1.0,"['indie pop rap', 'pop', 'rap']",0.0,8.0,BPG/RVG/RCA Records,189306.0,0.837,-5.191,0.363,125.882,The Beautiful & Damned,1.0,0.314
0.273,Perception,album,NF,0.707,2017-10-06,0.555,0.0,['hip hop'],0.0,5.0,Capitol CMG Label Group,215600.0,0.1,-7.981,0.0595,131.893,My Life,8.0,0.208
0.324,Good Thing,album,Leon Bridges,0.73,2018-05-04,0.68,0.0,"['modern blues', 'soul']",3.79e-06,4.0,Columbia,221560.0,0.121,-4.886,0.0344,109.576,Forgive You,5.0,0.452
0.399,Hamilton (Original Broadway Cast Recording),compilation,Leslie Odom Jr.,0.715,2015-09-25,0.666,0.0,[],0.0,7.0,Atlantic Records,127578.0,0.0844,-6.914,0.322,137.906,Guns and Ships,18.0,0.384
0.122,reputation,album,Taylor Swift,0.559,2017-11-10,0.61,0.0,"['dance pop', 'pop', 'post-teen pop']",1.87e-06,2.0,"Big Machine Records, LLC",227906.0,0.166,-7.352,0.0855,150.205,So It Goes...,7.0,0.398
0.0775,Le Encanta,single,Juan Magán,0.769,2018-02-23,0.855,1.0,"['electro latino', 'latin', 'latin pop', 'pop', 'reggaeton', 'tropical']",0.0,6.0,Universal Music,188993.0,0.0595,-4.048,0.107,93.038,Le Encanta,1.0,0.849
0.0961,Victory,album,Wisin,0.826,2017-12-01,0.836,0.0,"['latin', 'pop', 'reggaeton', 'tropical']",4.81e-06,3.0,Sony Music Latin,268106.0,0.282,-4.238,0.0654,91.992,Todo Comienza en la Disco,7.0,0.887
0.359,Voicenotes,album,Charlie Puth,0.869,2018-05-11,0.642,0.0,"['pop', 'post-teen pop', 'viral pop']",1.42e-06,8.0,Artist Partner,197106.0,0.0694,-5.03,0.0367,99.992,LA Girls,3.0,0.917
0.27,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",single,Anuel Aa,0.639,2016-12-02,0.869,0.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",0.0,11.0,"Spiff TV, LLC / Real Hasta La Muerte, Inc.",307910.0,0.0802,-4.024,0.147,169.801,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",1.0,0.767
0.0592,Go Bang,single,Pnau,0.604,2017-11-10,0.889,0.0,"['alternative dance', 'aussietronica', 'australian dance', 'deep australian indie', 'new rave', 'pop']",0.022,2.0,Aftercluv Dancelab,189493.0,0.221,-3.072,0.0335,121.018,Go Bang,1.0,0.518
0.113,Rodeo (Deluxe),album,Travis Scott,0.402,2015-09-04,0.526,1.0,"['pop', 'pop rap', 'rap', 'trap music']",8.33e-06,9.0,Epic/Grand Hustle,339066.0,0.105,-6.741,0.0904,81.404,90210,5.0,0.312
0.182,#Update,album,Yandel,0.813,2017-09-08,0.876,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0.0,1.0,Sony Music Latin,210773.0,0.394,-4.278,0.172,94.987,Como Antes,1.0,0.746
0.0165,Like Us,single,Ayo & Teo,0.886,2017-12-22,0.567,0.0,['dwn trap'],0.000178,11.0,Columbia,220226.0,0.103,-6.96,0.191,140.043,Like Us,1.0,0.283
0.619,Bendecido,album,Lenin Ramírez,0.768,2018-04-20,0.773,0.0,"['regional mexican', 'regional mexican pop']",2.1e-06,7.0,DEL Records,243460.0,0.213,-3.582,0.0325,107.535,Rolling One,1.0,0.804
0.96,White Noise,compilation,The Noise Project,0.0,2017-05-07,0.0354,0.0,[],0.00868,2.0,WN Project,160847.0,0.0923,-47.731,0.0,0.0,Big Fan Dulled,1.0,0.0
0.587,i think you think too much of me,album,EDEN,0.464,2016-08-19,0.461,1.0,[],0.0,4.0,Astralwerks (US1A),338333.0,0.269,-6.936,0.0554,144.62,drugs,2.0,0.228
0.117,÷ (Deluxe),album,Ed Sheeran,0.68,2017-03-03,0.852,0.0,['pop'],0.0,7.0,Atlantic Records UK,179786.0,0.0866,-4.35,0.0349,101.993,Nancy Mulligan,15.0,0.858
0.096,"I like it when you sleep, for you are so beautiful yet so unaware of it",album,The 1975,0.643,2016-02-26,0.945,0.0,"['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']",7.71e-06,0.0,Universal Music Group,248880.0,0.495,-4.66,0.0779,120.723,The Sound,13.0,0.526
0.145,Diamonds or Twine,single,Ryan Hurd,0.621,2018-03-23,0.568,0.0,"['contemporary country', 'lift kit', 'modern country rock']",1.65e-06,2.0,RCA Records Label Nashville,211085.0,0.108,-8.795,0.0311,148.047,Diamonds or Twine,1.0,0.724
0.316,Harder Than Ever,album,Lil Baby,0.877,2018-05-18,0.444,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,2.0,"Quality Control Music, LLC",213989.0,0.134,-8.47,0.451,144.06,Fit In,15.0,0.653
0.995,This Moment,single,Bela Nemeth,0.253,2017-02-07,0.00611,0.0,[],0.959,4.0,Bela Nemeth,154663.0,0.0861,-29.25,0.0489,81.02,This Moment,1.0,0.309
0.0246,Indian Summer,single,Jai Wolf,0.507,2015-06-09,0.824,0.0,"['edm', 'electronic trap', 'indie poptimism', 'vapor twitch']",0.0451,6.0,Foreign Family Collective,248470.0,0.0848,-2.501,0.0526,84.992,Indian Summer,1.0,0.0394
0.321,SOB X RBE,album,SOB X RBE,0.702,2017-01-23,0.785,1.0,"['trap music', 'vapor trap']",0.0,7.0,SOB X RBE,169017.0,0.0682,-6.842,0.743,132.857,Anti,2.0,0.647
0.113,Edgewood,album,Trouble,0.737,2018-03-23,0.663,1.0,"['pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",0.0,11.0,Mike WiLL Made-It,201686.0,0.322,-4.097,0.218,76.993,Come Thru (with Mike WiLL Made-It feat. The Weeknd),10.0,0.771
0.038,5 In The Morning,single,Charli XCX,0.632,2018-05-31,0.743,1.0,"['candy pop', 'dance pop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",0.0,1.0,Atlantic Records UK,169596.0,0.115,-6.761,0.0464,108.077,5 In The Morning,1.0,0.357
0.331,Return,album,iKON,0.806,2018-01-25,0.707,0.0,['k-pop'],0.0,7.0,YG Entertainment,209648.0,0.294,-4.623,0.0307,118.011,LOVE SCENARIO,1.0,0.746
0.0744,SUBEME LA RADIO,single,Enrique Iglesias,0.684,2017-02-24,0.823,0.0,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",0.0,9.0,RCA Records/Sony Music International/Sony Music Latin,208162.0,0.111,-3.297,0.0773,91.048,SUBEME LA RADIO,1.0,0.647
0.873,Comet,single,Christopher Willits,0.169,2017-04-17,0.154,0.0,"['ambient', 'compositional ambient', 'drift', 'warm drone']",0.869,0.0,Ghostly International,373000.0,0.0765,-24.453,0.0429,126.516,Comet,1.0,0.0357
0.176,From The Fires,album,Greta Van Fleet,0.373,2017-11-10,0.931,0.0,"['garage rock', 'modern hard rock']",9.12e-06,2.0,Universal Music Group,234600.0,0.319,-4.043,0.0506,175.92,Safari Song,1.0,0.74
0.00925,Folk Hop N' Roll (Deluxe),album,Judah & the Lion,0.446,2017-03-10,0.801,0.0,"['indiecoustica', 'modern alternative rock', 'modern rock']",8.84e-05,0.0,Judah and the Lion LLC,218355.0,0.13,-6.397,0.0305,148.071,Take It All Back 2.0,5.0,0.765
0.219,Alone Together,album,Skizzy Mars,0.711,2016-04-08,0.678,1.0,"['indie pop rap', 'pop', 'pop rap', 'rap']",0.0,9.0,PHM,182547.0,0.176,-6.398,0.0476,94.04,Girl On A Train,7.0,0.615
0.497,Hold On,single,Overstreet,0.608,2017-02-03,0.445,0.0,[],0.0,2.0,Safehouse Records / Island Records,198853.0,0.0802,-9.551,0.055,119.886,Hold On,1.0,0.189
0.00522,Harder Than Ever,album,Lil Baby,0.713,2018-05-18,0.481,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,1.0,"Quality Control Music, LLC",108871.0,0.0909,-7.373,0.136,145.939,Spazz,2.0,0.113
0.866,Lost & Found,album,Jorja Smith,0.512,2018-06-08,0.184,0.0,"['indie r&b', 'pop', 'r&b']",0.0,9.0,FAMM,230929.0,0.284,-8.812,0.0587,85.82,Goodbyes,10.0,0.37
0.0313,Came Here for Love,single,Sigala,0.708,2017-06-09,0.868,0.0,"['dance pop', 'edm', 'house', 'pop', 'tropical house']",0.0,6.0,Ministry of Sound Recordings,202999.0,0.122,-3.287,0.0431,124.994,Came Here for Love,1.0,0.72
0.231,The Life Of Pablo,album,Kanye West,0.525,2016-06-10,0.924,1.0,"['pop rap', 'rap']",0.0,5.0,Rock The World/IDJ/Kanye LP7,374413.0,0.221,-1.613,0.3,93.798,No More Parties In LA,17.0,0.697
0.0289,Victory Lap,album,Nipsey Hussle,0.711,2018-02-16,0.746,1.0,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Atlantic Records,225573.0,0.371,-4.224,0.253,96.024,Last Time That I Checc'd (feat. YG),3.0,0.279
0.224,Voicenotes,album,Charlie Puth,0.77,2018-05-11,0.555,0.0,"['pop', 'post-teen pop', 'viral pop']",1.78e-06,4.0,Artist Partner,170946.0,0.0754,-6.361,0.0754,100.035,Empty Cups,12.0,0.776
0.0197,digital druglord,album,Blackbear,0.796,2017-04-21,0.495,1.0,['pop'],0.0,2.0,Beartrap/Alamo/Interscope Records,154452.0,0.094,-6.131,0.202,114.919,wish u the best,5.0,0.519
0.738,Ctrl,album,SZA,0.566,2017-06-09,0.296,1.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",0.0,11.0,Top Dawg Entertainment/RCA Records,198160.0,0.054,-8.615,0.273,79.888,20 Something,14.0,0.505
0.125,Clearly,single,Grace VanderWaal,0.663,2018-03-30,0.673,0.0,"['pop', 'post-teen pop']",1.58e-06,10.0,Syco Music/Columbia Records,251906.0,0.248,-6.152,0.0586,98.0,Clearly,1.0,0.279
0.00446,Tip Pon It,single,Sean Paul,0.689,2018-04-20,0.892,0.0,"['dance pop', 'dancehall', 'pop', 'pop rap', 'reggae fusion']",0.00932,4.0,Universal-Island Records Ltd.,221612.0,0.435,-3.95,0.246,110.09,Tip Pon It,1.0,0.77
0.243,Lost & Found,album,Jorja Smith,0.653,2018-06-08,0.5,0.0,"['indie r&b', 'pop', 'r&b']",0.0027,0.0,FAMM,314433.0,0.105,-9.203,0.108,76.041,Lost & Found,1.0,0.325
0.95,Ella Eyre,single,Ella Eyre,0.566,2015-01-28,0.226,0.0,"['pop', 'tropical house']",2.37e-06,0.0,Virgin,230711.0,0.111,-6.22,0.0339,97.789,We Don't Have To Take Our Clothes Off,5.0,0.316
0.105,By Any Means 2,album,Kevin Gates,0.667,2017-09-22,0.797,1.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,11.0,Bread Winners' Association/Atlantic,220987.0,0.17,-6.012,0.35,180.015,Imagine That,11.0,0.816
0.784,Blonde,album,Frank Ocean,0.444,2016-08-20,0.0924,0.0,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'rap']",0.0,0.0,Boys Don't Cry,248807.0,0.304,-15.605,0.0366,108.917,White Ferrari,14.0,0.219
0.0718,Hooked,single,Why Don't We,0.631,2018-06-07,0.624,0.0,"['boy band', 'pop', 'post-teen pop', 'teen pop']",0.0,1.0,Atlantic Records,203911.0,0.145,-5.504,0.0597,179.925,Hooked,1.0,0.392
0.0192,hopeless fountain kingdom (Deluxe),album,Halsey,0.574,2017-06-02,0.685,0.0,"['dance pop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",7.26e-06,1.0,Astralwerks (ASW),202438.0,0.0815,-4.955,0.0429,130.165,Eyes Closed,3.0,0.0398
0.386,The Search for Everything,album,John Mayer,0.546,2017-04-14,0.657,0.0,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",1.03e-05,8.0,Columbia,243666.0,0.0983,-6.526,0.0255,80.007,In the Blood,5.0,0.52
0.0661,$outh $ide $uicide,single,$uicideBoy$,0.674,2015-09-01,0.603,1.0,['underground hip hop'],0.000395,6.0,"G59 Records, LLC",205766.0,0.139,-7.372,0.204,112.083,Runnin' Thru The 7th With My Woadies,3.0,0.218
0.172,Hope,album,The Strumbellas,0.554,2016-04-22,0.707,0.0,"['canadian folk', 'canadian indie', 'modern alternative rock']",0.0,0.0,Glassnote Entertainment Group LLC,203653.0,0.109,-3.721,0.0268,80.522,Spirits,1.0,0.779
0.0372,Speak Your Mind (Deluxe),album,Anne-Marie,0.697,2018-04-27,0.683,0.0,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",0.0,1.0,Atlantic Records UK,186986.0,0.137,-2.881,0.117,96.133,2002,10.0,0.603
0.0123,Surrender Your Soul,album,KILLY,0.755,2018-03-06,0.569,1.0,"['canadian hip hop', 'trap music', 'underground hip hop', 'vapor trap']",0.0,1.0,Secret Sound Club,131500.0,0.103,-7.996,0.05,75.068,No Sad No Bad,3.0,0.435
0.576,A Love Letter To You 2,album,Trippie Redd,0.577,2017-10-06,0.647,1.0,"['rap', 'trap music']",0.0,9.0,Strainge Entertainment,188276.0,0.263,-4.493,0.169,139.672,Hellboy,8.0,0.489
0.802,El Elegido,album,Ulices Chaidez Y Sus Plebes,0.746,2017-11-24,0.384,0.0,"['regional mexican', 'regional mexican pop']",0.0,7.0,DEL Records,209664.0,0.133,-6.905,0.0338,134.044,Que Bonito Es Querer,3.0,0.427
0.229,Good Thing,album,Leon Bridges,0.781,2018-05-04,0.629,0.0,"['modern blues', 'soul']",0.000536,5.0,Columbia,207306.0,0.0881,-6.152,0.0647,111.975,Bad Bad News,2.0,0.693
0.122,Killamonjaro,single,KILLY,0.66,2017-06-23,0.708,1.0,"['canadian hip hop', 'trap music', 'underground hip hop', 'vapor trap']",0.000113,4.0,Secret Sound Club,178226.0,0.117,-5.353,0.0399,145.092,Killamonjaro,1.0,0.146
0.036,99.9%,album,KAYTRANADA,0.681,2016-05-06,0.621,1.0,"['escape room', 'hip hop', 'indie r&b', 'rap']",0.00555,1.0,XL Recordings,298026.0,0.138,-10.024,0.34,135.538,GLOWED UP,9.0,0.428
0.881,The Thrill Of It All (Special Edition),album,Sam Smith,0.626,2017-11-03,0.217,0.0,['pop'],0.0,6.0,Safehouse Records / Island Records,203289.0,0.289,-9.272,0.0385,86.745,Burning,5.0,0.339
0.217,Melodrama,album,Lorde,0.569,2017-11-10,0.441,0.0,"['art pop', 'dance pop', 'metropopolis', 'pop']",2.87e-05,0.0,Universal Music,277506.0,0.0801,-10.426,0.053,124.942,Supercut,9.0,0.153
