Acousticness,Album,Album Type,Artist,Danceability,Date,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,Track Number,Valence
0.324,BEWARE THE BOOK OF ELI,album,Ski Mask The Slump God,0.893,2018-05-11,0.676,1.0,"['rap', 'trap music', 'underground hip hop']",0.0,9.0,Victor/Republic Records,152213.0,0.0968,-4.867,0.227,125.923,COOLEST MONKEY IN THE JUNGLE,4.0,0.804
0.0306,ICY GRL,single,Saweetie,0.927,2018-01-26,0.563,1.0,['pop'],0.0,7.0,ICY/Artistry Worldwide/Warner Bros.,109302.0,0.0736,-5.827,0.175,103.312,ICY GRL,1.0,0.842
0.0259,Breathe,single,Jax Jones,0.741,2017-12-01,0.728,0.0,"['dance pop', 'edm', 'house', 'pop', 'tropical house']",0.00025,11.0,Polydor,207629.0,0.14,-5.559,0.0408,125.984,Breathe,1.0,0.703
0.000209,Hear No Evil,single,Young Thug,0.968,2018-04-13,0.353,1.0,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",2.48e-06,6.0,300 Entertainment/Atl,206773.0,0.094,-7.422,0.331,130.016,Now (feat. 21 Savage),3.0,0.0971
0.23,Stoney (Deluxe),album,Post Malone,0.587,2016-12-09,0.499,1.0,"['pop', 'rap']",3.92e-06,5.0,Universal Records,197120.0,0.0912,-8.267,0.0468,120.005,Feel,10.0,0.191
0.419,Por Perro,single,Sebastian Yatra,0.685,2018-03-30,0.762,0.0,"['colombian pop', 'pop', 'reggaeton']",0.0,0.0,Andres Saavedra,245360.0,0.0759,-5.147,0.0565,172.017,Por Perro,1.0,0.905
0.000937,I'm Comin' Over,album,Chris Young,0.616,2015-11-13,0.893,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,11.0,RCA Records Label Nashville,218946.0,0.111,-3.588,0.0375,111.959,Think of You,3.0,0.567
0.435,So Far Away,single,Martin Garrix,0.526,2017-12-01,0.52,0.0,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",0.0,6.0,Epic Amsterdam,183636.0,0.197,-7.985,0.0569,149.119,So Far Away,1.0,0.13
0.115,Fuck It Off (feat. Chris Brown),single,Tee Grizzley,0.801,2018-05-04,0.611,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,300 Entertainment,147596.0,0.213,-6.649,0.192,100.027,Fuck It Off (feat. Chris Brown),1.0,0.158
0.119,All My Friends,single,Snakehips,0.689,2015-10-21,0.521,1.0,"['dance pop', 'edm', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",8.41e-05,0.0,Hoffman West/Columbia,229746.0,0.108,-5.845,0.132,95.055,All My Friends,1.0,0.178
0.0505,Bobby Tarantino II,album,Logic,0.719,2018-03-09,0.617,1.0,"['hip hop', 'pop rap', 'rap']",0.0,11.0,Def Jam Recordings,144626.0,0.0716,-6.882,0.036,146.015,Wizard Of Oz,9.0,0.0626
0.179,I Want (feat. 2 Chainz),single,MadeinTYO,0.86,2016-07-15,0.625,1.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']",0.000136,2.0,Private Club Records,233293.0,0.3,-6.922,0.105,120.994,I Want (feat. 2 Chainz),1.0,0.221
0.0524,Broken,single,Lund,0.827,2016-10-26,0.599,1.0,"['emo rap', 'lo-fi beats']",0.000646,0.0,Repost Network,200597.0,0.108,-2.046,0.0414,134.003,Broken,1.0,0.13
0.465,COSMIC,album,Bazzi,0.745,2018-04-12,0.561,0.0,"['pop', 'post-teen pop']",1.12e-06,9.0,iamcosmic,167552.0,0.0338,-5.513,0.072,195.918,Myself,3.0,0.902
0.235,Lil Uzi Vert Vs. The World,album,Lil Uzi Vert,0.522,2016-05-27,0.428,1.0,"['pop', 'rap', 'trap music']",2.35e-06,11.0,Generation Now/Atlantic,221538.0,0.278,-11.332,0.143,129.829,Ps & Qs,7.0,0.399
0.0296,L.O.D.,album,Desiigner,0.944,2018-05-04,0.952,1.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000338,9.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,110768.0,0.0945,-4.718,0.147,139.965,Priice Tag,1.0,0.908
0.733,Let Me Down Slowly,single,Alec Benjamin,0.649,2018-05-25,0.548,0.0,[],0.0,1.0,P2018,169180.0,0.136,-5.692,0.0318,150.036,Let Me Down Slowly,1.0,0.506
0.0955,1 Thot 2 Thot Red Thot Blue Thot,single,Yung Gravy,0.766,2017-07-12,0.737,1.0,"['underground hip hop', 'vapor trap']",0.0327,3.0,Yung Gravy,130923.0,0.0719,-8.312,0.167,79.995,1 Thot 2 Thot Red Thot Blue Thot,1.0,0.704
0.044,New,single,Daya,0.702,2017-10-11,0.729,1.0,"['dance pop', 'pop', 'post-teen pop']",5.99e-06,0.0,Interscope Records,230879.0,0.364,-4.323,0.0319,106.945,New,1.0,0.317
0.47,TESTING,album,A$AP Rocky,0.478,2018-05-25,0.326,1.0,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.000218,3.0,A$AP Worldwide/Polo Grounds Music/RCA Records,314653.0,0.323,-10.992,0.0693,137.029,Changes,13.0,0.34
0.121,Light of Mine,album,KYLE,0.672,2018-05-18,0.543,0.0,"['hip hop', 'pop', 'pop rap', 'rap']",8.05e-05,6.0,independently popular.,240093.0,0.331,-7.07,0.0335,90.025,Babies (feat. Alessia Cara),6.0,0.198
0.493,Ctrl,album,SZA,0.578,2017-06-09,0.523,1.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",0.0,0.0,Top Dawg Entertainment/RCA Records,231400.0,0.147,-5.538,0.0429,134.931,Drew Barrymore,4.0,0.29
0.263,The Beautiful & Damned,album,G-Eazy,0.558,2017-12-15,0.766,1.0,"['indie pop rap', 'pop', 'rap']",0.0,6.0,BPG/RVG/RCA Records,203960.0,0.32,-5.953,0.231,96.281,Sober,5.0,0.182
0.106,Winnebago (feat. Quinn XCII & Daniel Wilson),single,Gryffin,0.654,2018-04-20,0.886,1.0,"['big room', 'deep tropical house', 'edm', 'electro house', 'indie poptimism', 'pop', 'tropical house']",9.17e-06,4.0,Darkroom,179936.0,0.161,-2.808,0.0417,147.959,Winnebago (feat. Quinn XCII & Daniel Wilson),1.0,0.704
0.111,La Rompe Corazones,single,Daddy Yankee,0.69,2017-01-13,0.86,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0.0,5.0,EL CARTEL RECORDS (EC3),204520.0,0.317,-2.622,0.0559,176.027,La Rompe Corazones,1.0,0.867
0.0552,Balenciaga,single,Ozuna,0.756,2018-04-05,0.436,0.0,"['reggaeton', 'trap latino']",1.27e-05,11.0,VP Records Corp/Dimelo Vi,223500.0,0.0699,-9.683,0.0848,159.992,Balenciaga,1.0,0.34
0.459,Ashes (from the Deadpool 2 Motion Picture Soundtrack),single,Céline Dion,0.342,2018-05-03,0.425,0.0,"['canadian pop', 'dance pop']",0.0,0.0,Columbia,199506.0,0.122,-9.064,0.0425,110.62,Ashes - from the Deadpool 2 Motion Picture Soundtrack,1.0,0.115
0.889,The Greatest Showman (Original Motion Picture Soundtrack),compilation,Loren Allred,0.382,2017-12-08,0.0541,0.0,[],2.88e-06,9.0,Atlantic Records,80293.0,0.0832,-19.376,0.03,82.486,Never Enough (Reprise),10.0,0.133
0.551,Me Mata,single,Bad Bunny,0.841,2017-04-11,0.53,0.0,"['reggaeton', 'trap latino']",0.0,9.0,Hear This Music,412631.0,0.119,-11.467,0.205,114.028,Me Mata,1.0,0.686
0.529,Until Death Call My Name,album,YoungBoy Never Broke Again,0.716,2018-04-27,0.737,1.0,['trap music'],2.64e-06,3.0,"Never Broke Again, LLC",128108.0,0.102,-5.816,0.409,73.968,Traumatized,9.0,0.657
0.53,Surf,album,Donnie Trumpet & The Social Experiment,0.511,2015-06-30,0.596,0.0,['indie r&b'],0.0,0.0,Donnie Trumpet & The Social Experiment,226013.0,0.0798,-6.56,0.224,158.063,Sunday Candy,15.0,0.554
0.00143,Rain & Thunder,single,Weather Factory,0.135,2017-01-09,0.579,0.0,[],0.949,2.0,WF,152562.0,0.393,-27.105,0.0932,100.841,Deep Thunderstorm,2.0,0.0327
0.191,Chained To The City,single,Kevin Gates,0.536,2018-05-16,0.589,1.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,Bread Winners' Association,189640.0,0.282,-6.634,0.346,155.74,Vouch,2.0,0.424
0.000142,Too Hard,album,Lil Baby,0.759,2017-12-01,0.732,1.0,"['rap', 'southern hip hop', 'trap music']",0.0016,1.0,Quality Control Music (Caroline),169186.0,0.0626,-5.546,0.118,140.005,All Of A Sudden,3.0,0.379
0.676,I Feel Like I'm Drowning,single,Two Feet,0.715,2017-11-10,0.564,0.0,['modern alternative rock'],0.0072,8.0,Universal Records,186266.0,0.0854,-5.56,0.0456,104.923,I Feel Like I'm Drowning,1.0,0.213
0.0513,Wonder,album,Hillsong United,0.421,2017-06-09,0.414,0.0,"['ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'worship']",2.92e-06,9.0,Hillsong (HIL),411000.0,0.118,-10.336,0.0298,127.897,So Will I (100 Billion X),4.0,0.213
0.364,Alive (with Offset & 2 Chainz),single,Lil Jon,0.811,2018-01-26,0.734,1.0,"['crunk', 'dirty south rap', 'pop rap', 'southern hip hop']",2.26e-06,0.0,Lil Jon/Geffen Records,235897.0,0.121,-6.626,0.334,150.06,Alive (with Offset & 2 Chainz),1.0,0.566
0.275,Quarter Past Midnight,single,Bastille,0.504,2018-05-09,0.821,0.0,"['metropopolis', 'modern alternative rock', 'modern rock', 'pop']",0.0,8.0,Virgin Records Ltd,201799.0,0.0418,-3.356,0.0598,155.131,Quarter Past Midnight,1.0,0.458
0.119,Say Love,single,James TW,0.753,2018-03-30,0.457,0.0,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",1.15e-06,1.0,Island Records,219440.0,0.355,-7.533,0.0541,84.038,Say Love,1.0,0.549
0.00572,do re mi (feat. Gucci Mane),single,Blackbear,0.74,2017-07-28,0.657,1.0,['pop'],0.0,8.0,Beartrap/Alamo/Interscope Records,233705.0,0.211,-6.309,0.0595,112.016,do re mi (feat. Gucci Mane),1.0,0.179
0.00282,The Way I Are (Dance With Somebody) [feat. Lil Wayne],single,Bebe Rexha,0.466,2017-05-18,0.659,0.0,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.0,2.0,Warner Bros.,187787.0,0.273,-6.077,0.115,186.169,The Way I Are (Dance With Somebody) [feat. Lil Wayne],1.0,0.36
0.0372,Little Neon Limelight,album,Houndmouth,0.396,2015-03-17,0.677,0.0,"['deep new americana', 'folk-pop', 'funk', 'indie folk', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'new americana', 'shimmer pop', 'shiver pop', 'stomp and holler']",0.000137,3.0,Rough Trade,239880.0,0.112,-7.513,0.0354,135.177,Sedona,1.0,0.249
0.571,First Steps,single,Two Feet,0.765,2016-07-29,0.327,1.0,['modern alternative rock'],0.0479,6.0,Majestic Casual Records,129599.0,0.0787,-8.029,0.277,74.931,Go Fuck Yourself,1.0,0.292
0.207,Golden,album,Romeo Santos,0.759,2017-07-21,0.639,0.0,"['bachata', 'latin', 'tropical']",0.0,4.0,Sony Music Latin,198332.0,0.23,-8.085,0.0511,128.01,Sobredosis,7.0,0.682
0.74,Provider,single,Frank Ocean,0.654,2017-08-27,0.325,0.0,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'rap']",2.14e-05,2.0,Blonded,243238.0,0.152,-11.925,0.282,139.886,Provider,1.0,0.39
0.26,The Story of Us,album,Quinn XCII,0.812,2017-09-15,0.472,0.0,"['indie pop rap', 'pop', 'pop rap']",0.0,1.0,Columbia,240013.0,0.285,-6.806,0.0603,92.951,Flare Guns,4.0,0.457
0.0797,Your Side Of The Bed,single,Loote,0.776,2018-03-09,0.739,1.0,['indie poptimism'],0.0,8.0,4th & Broadway / Island,197200.0,0.284,-4.974,0.0301,109.907,Your Side Of The Bed,1.0,0.922
0.447,Stoney (Deluxe),album,Post Malone,0.638,2016-12-09,0.653,1.0,"['pop', 'rap']",1.42e-06,6.0,Universal Records,219146.0,0.168,-5.698,0.0696,126.0,"Yours Truly, Austin Post",14.0,0.384
0.00651,Tell Me,single,Marshmello,0.558,2018-06-08,0.919,0.0,"['brostep', 'pop', 'progressive electro house']",0.789,1.0,Joytime Collective,158400.0,0.196,-1.948,0.0426,150.049,Tell Me,1.0,0.839
0.082,Perfect Timing,album,NAV,0.626,2017-07-21,0.545,1.0,"['canadian hip hop', 'pop', 'rap', 'trap music']",6.08e-05,5.0,XO Records,265373.0,0.523,-8.438,0.348,163.17,Minute,6.0,0.266
0.0183,Yours,album,Russell Dickerson,0.455,2017-10-13,0.897,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,9.0,Sony Music Entertainment,212066.0,0.174,-4.879,0.0403,160.139,Blue Tacoma,3.0,0.728
0.0204,Te Amo,single,Piso 21,0.849,2018-03-15,0.724,0.0,"['colombian pop', 'latin', 'pop', 'reggaeton']",5.98e-06,5.0,WM Mexico,201122.0,0.235,-4.139,0.0665,98.005,Te Amo,1.0,0.63
0.139,Die Lit,album,Playboi Carti,0.687,2018-05-11,0.604,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,6.0,AWGE Label,207013.0,0.203,-5.005,0.0663,78.487,Right Now (feat. Pi'erre Bourne),7.0,0.308
0.00352,Harder Than Ever,album,Lil Baby,0.797,2018-05-18,0.375,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,7.0,"Quality Control Music, LLC",192045.0,0.0767,-7.552,0.146,139.999,Leaked,6.0,0.171
0.0042,Life of a Dark Rose,album,Lil Skies,0.712,2017-12-12,0.593,1.0,"['rap', 'trap music']",0.0,1.0,All We Got Ent.,195032.0,0.114,-7.672,0.0358,149.967,Lettuce Sandwich,11.0,0.549
0.00815,HAIZ,single,Hailee Steinfeld,0.618,2016-02-26,0.709,0.0,"['dance pop', 'pop', 'post-teen pop']",2.18e-06,11.0,UMG-EMI,216333.0,0.442,-6.27,0.157,175.995,You're Such A,2.0,0.669
0.00274,Here As In Heaven,album,Elevation Worship,0.256,2016-02-05,0.564,0.0,"['anthem worship', 'ccm', 'christian music', 'worship']",0.0,11.0,Essential Worship,349586.0,0.743,-6.496,0.0366,139.914,O Come to the Altar,4.0,0.152
0.293,We Don't Luv Em (Remix),single,HoodRich Pablo Juan,0.896,2018-02-09,0.615,1.0,"['deep trap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",0.0,6.0,1017 Eskimo / Alamo Records,193775.0,0.122,-9.326,0.326,140.04,We Don't Luv Em (Remix),1.0,0.89
0.068,A GHETTO CHRISTMAS CAROL,single,XXXTENTACION,0.82,2017-12-19,0.674,1.0,[],0.00263,1.0,"Bad Vibes Forever, LLC",104960.0,0.0996,-6.015,0.215,147.978,A GHETTO CHRISTMAS CAROL,1.0,0.364
0.543,SATURATION II,album,BROCKHAMPTON,0.718,2017-08-25,0.628,1.0,"['boy band', 'hip hop', 'indie r&b', 'rap']",0.0,10.0,"QUESTION EVERYTHING, INC. / EMPIRE",274274.0,0.116,-6.007,0.223,92.107,SWEET,13.0,0.722
0.0179,Revenge,album,XXXTENTACION,0.755,2017-05-16,0.695,1.0,[],0.0,9.0,Bad Vibes Forever / EMPIRE,101851.0,0.107,-5.963,0.26,128.063,YuNg BrAtZ,6.0,0.493
0.891,American Teen,album,Khalid,0.707,2017-04-27,0.484,0.0,"['indie r&b', 'pop']",0.00344,9.0,"Right Hand Music Group, LLC/RCA Records",257959.0,0.256,-6.579,0.0481,92.988,Therapy,12.0,0.43
0.0616,Do Right,single,Glades,0.752,2017-12-15,0.679,0.0,"['indie electro-pop', 'indie poptimism', 'indietronica', 'vapor soul']",0.0,3.0,Glades,194988.0,0.0729,-6.464,0.0303,106.984,Do Right,1.0,0.672
0.359,Midsummer Madness,single,88rising,0.409,2018-06-07,0.678,1.0,[],4.76e-06,9.0,"88rising Music/12Tone Music, LLC",280841.0,0.167,-7.731,0.0878,89.968,Midsummer Madness,1.0,0.168
0.435,Stoney (Deluxe),album,Post Malone,0.636,2016-12-09,0.367,1.0,"['pop', 'rap']",2.1e-05,5.0,Universal Records,194826.0,0.0927,-8.092,0.0331,73.035,Up There,13.0,0.42
0.0906,Die Lit,album,Playboi Carti,0.762,2018-05-11,0.705,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,6.0,AWGE Label,142893.0,0.17,-5.195,0.165,122.955,Foreign,11.0,0.264
0.0116,Bonita,single,J Balvin,0.782,2017-06-02,0.864,0.0,"['latin', 'reggaeton']",0.00268,5.0,Rimas (J Balvin - Jowell,265746.0,0.292,-1.749,0.0402,96.049,Bonita,1.0,0.866
0.81,The Color Of You,album,Alina Baraz,0.66,2018-04-06,0.447,0.0,"['etherpop', 'indie r&b', 'pop']",2.15e-06,1.0,Mom+Pop,174489.0,0.11,-9.026,0.0482,84.95,Floating (feat. Khalid),2.0,0.578
0.0079,Would You Ever,single,Skrillex,0.653,2017-07-26,0.91,0.0,"['brostep', 'complextro', 'edm', 'electro']",0.0,10.0,OWSLA/Atlantic,234285.0,0.318,-3.36,0.0566,126.047,Would You Ever,1.0,0.0921
0.651,Ctrl,album,SZA,0.612,2017-06-09,0.442,1.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",0.0,6.0,Top Dawg Entertainment/RCA Records,181120.0,0.26,-8.874,0.289,119.235,Supermodel,1.0,0.253
0.0166,MOVE TO MIAMI,single,Enrique Iglesias,0.74,2018-05-03,0.85,0.0,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",3.33e-06,1.0,RCA Records/Sony Music International/Sony Music Latin,169380.0,0.086,-4.158,0.0494,99.961,MOVE TO MIAMI,1.0,0.856
0.836,glisten,single,Jeremy Zucker,0.773,2018-05-04,0.437,1.0,['pop'],2.42e-05,9.0,Universal Records,169973.0,0.544,-8.281,0.0963,103.861,all the kids are depressed,1.0,0.707
0.0789,Finest Hour (feat. Abir),single,Cash Cash,0.656,2018-04-12,0.729,0.0,"['big room', 'dance pop', 'edm', 'electro house', 'electropowerpop', 'indie poptimism', 'pop', 'progressive electro house', 'tropical house']",0.0,5.0,Big Beat Records,215781.0,0.133,-4.223,0.0765,95.974,Finest Hour (feat. Abir),1.0,0.438
0.00307,Fashion (feat. Rich The Kid),single,Jay Critch,0.72,2017-10-27,0.234,1.0,"['rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']",0.0,4.0,Rich Forever Music/Interscope Records,208597.0,0.0654,-19.788,0.064,142.977,Fashion (feat. Rich The Kid),1.0,0.153
0.103,reputation,album,Taylor Swift,0.622,2017-11-10,0.545,0.0,"['dance pop', 'pop', 'post-teen pop']",2.16e-05,9.0,"Big Machine Records, LLC",236413.0,0.0637,-6.689,0.0361,135.868,Don’t Blame Me,4.0,0.213
0.877,Moon River,single,Frank Ocean,0.24,2018-02-14,0.116,0.0,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'rap']",0.00092,0.0,Blonded,188323.0,0.1,-13.216,0.0329,77.349,Moon River,1.0,0.0937
0.0364,Anywhere,single,Rita Ora,0.628,2017-10-20,0.797,0.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'r&b', 'tropical house']",0.0,11.0,Atlantic Records UK,215064.0,0.104,-3.953,0.0596,106.93,Anywhere,1.0,0.321
0.0583,#Update,album,Yandel,0.808,2017-09-08,0.69,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0.0,1.0,Sony Music Latin,223146.0,0.103,-4.151,0.148,125.086,Explícale,14.0,0.64
0.175,I met you when I was 18. (the playlist),album,Lauv,0.696,2018-05-31,0.693,0.0,['pop'],0.0,3.0,Lauv,194754.0,0.122,-4.64,0.044,126.025,Enemies,8.0,0.601
0.493,Drew Barrymore,single,Bryce Vine,0.763,2017-12-01,0.572,1.0,"['indie pop rap', 'pop rap']",0.00118,11.0,Sire,190471.0,0.106,-7.312,0.0595,151.93,Drew Barrymore,1.0,0.25
0.361,Vibras,album,J Balvin,0.696,2018-05-25,0.668,0.0,"['latin', 'reggaeton']",0.0038,6.0,Universal Music Latino,205120.0,0.31,-5.063,0.199,184.329,Cuando Tú Quieras,4.0,0.761
0.188,Perfect Timing,album,NAV,0.864,2017-07-21,0.683,1.0,"['canadian hip hop', 'pop', 'rap', 'trap music']",0.0194,6.0,XO Records,169786.0,0.129,-9.15,0.227,140.023,Hit,3.0,0.626
0.00708,Nightmare,single,DJ CJ,0.722,2018-04-04,0.529,0.0,[],0.946,11.0,DJ CJ,35418.0,0.0404,-13.523,0.201,173.402,Nightmare - Instrumental,2.0,0.28
0.222,Mi Cama,single,Karol G,0.826,2018-05-11,0.815,0.0,"['latin', 'pop', 'reggaeton', 'tropical']",6.96e-05,9.0,Universal Music Latino,151400.0,0.0964,-4.773,0.0875,163.073,Mi Cama,1.0,0.68
0.0138,The World Is Yours,album,Rich The Kid,0.656,2018-03-30,0.457,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,9.0,Rich The Kid / (TDE/ISR PS),171286.0,0.104,-7.328,0.374,179.897,Dead Friends,14.0,0.111
0.4,Dead,single,Madison Beer,0.583,2017-05-19,0.7,1.0,"['dance pop', 'pop', 'post-teen pop']",0.0,2.0,Access Records,194826.0,0.183,-4.969,0.211,103.072,Dead,1.0,0.553
0.00764,Until Death Call My Name,album,YoungBoy Never Broke Again,0.738,2018-04-27,0.788,1.0,['trap music'],0.0,4.0,"Never Broke Again, LLC",185991.0,0.355,-5.318,0.0435,155.078,Astronaut Kid,5.0,0.307
0.0626,Tranquility Base Hotel & Casino,album,Arctic Monkeys,0.601,2018-05-11,0.863,0.0,"['garage rock', 'modern rock', 'permanent wave', 'sheffield indie']",0.0,0.0,Domino Recording Co,312346.0,0.0717,-4.31,0.0685,130.189,Four Out Of Five,6.0,0.676
0.425,Esperándote,single,Manuel Turizo,0.697,2017-12-07,0.648,0.0,"['colombian pop', 'latin', 'pop', 'reggaeton', 'tropical']",0.0,7.0,Sony Music Latin/La Industria,199813.0,0.191,-7.123,0.128,186.125,Esperándote,1.0,0.313
0.285,HAIZ,single,Hailee Steinfeld,0.598,2016-02-26,0.694,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,8.0,UMG-EMI,198240.0,0.0551,-5.075,0.0583,157.979,Rock Bottom,3.0,0.669
0.176,Black Panther The Album Music From And Inspired By,album,Ab-Soul,0.501,2018-02-09,0.606,1.0,"['alternative hip hop', 'gangster rap', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,8.0,Interscope,272306.0,0.158,-8.86,0.445,180.413,Bloody Waters (with Anderson .Paak & James Blake),8.0,0.194
0.36,Birds In The Trap Sing McKnight,album,Travis Scott,0.744,2016-09-16,0.589,1.0,"['pop', 'pop rap', 'rap', 'trap music']",0.0,5.0,Epic/Grand Hustle,286235.0,0.119,-1.218,0.0359,127.051,through the late night,4.0,0.242
0.303,All Falls Down,single,Alan Walker,0.658,2017-10-27,0.678,0.0,['tropical house'],0.0,1.0,MER Recordings,199111.0,0.361,-4.407,0.058,97.976,All Falls Down,1.0,0.662
0.0855,Bobby Tarantino II,album,Logic,0.686,2018-03-09,0.67,1.0,"['hip hop', 'pop rap', 'rap']",0.0,0.0,Def Jam Recordings,154373.0,0.12,-7.626,0.225,173.915,State Of Emergency,10.0,0.636
0.314,Voicenotes,album,Charlie Puth,0.755,2018-05-11,0.769,0.0,"['pop', 'post-teen pop', 'viral pop']",2.38e-06,10.0,Artist Partner,186080.0,0.0628,-5.658,0.186,114.966,The Way I Am,1.0,0.642
0.00258,Catch These Vibes,album,PnB Rock,0.595,2017-11-17,0.606,1.0,"['pop', 'rap', 'trap music']",0.0,5.0,Atlantic Records,210652.0,0.344,-6.335,0.0316,92.075,Lovin' (feat. A Boogie Wit da Hoodie),5.0,0.168
0.15,Last Year Was Complicated,album,Nick Jonas,0.59,2016-06-10,0.664,1.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",0.0,2.0,Safehouse Records / Island Records,199520.0,0.0704,-4.502,0.0402,85.028,Chainsaw,4.0,0.289
0.266,DNCE,album,DNCE,0.718,2016-11-18,0.654,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,8.0,Joseph Jonas/Republic Records,182653.0,0.336,-6.871,0.0356,102.003,Truthfully,10.0,0.578
0.0122,AT.LONG.LAST.A$AP,album,A$AP Rocky,0.489,2015-05-26,0.718,1.0,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0,6.0,A$AP Worldwide/Polo Grounds Music/RCA Records,126960.0,0.0546,-5.989,0.11,207.986,Lord Pretty Flacko Jodye 2 (LPFJ2),7.0,0.0568
0.284,Die Lit,album,Playboi Carti,0.472,2018-05-11,0.86,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,4.0,AWGE Label,211773.0,0.83,-3.967,0.0451,144.073,Long Time - Intro,1.0,0.366
0.143,Just As I Am (Platinum Edition),album,Brantley Gilbert,0.479,2015-01-01,0.87,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,7.0,"The Valory Music Co., LLC.",220199.0,0.129,-5.739,0.0442,170.047,Bottoms Up,3.0,0.537
0.000829,Harder Than Ever,album,Lil Baby,0.808,2018-05-18,0.688,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,11.0,"Quality Control Music, LLC",162229.0,0.0554,-4.346,0.108,130.052,Exotic,4.0,0.167
0.484,TESTING,album,A$AP Rocky,0.696,2018-05-25,0.597,1.0,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0,4.0,A$AP Worldwide/Polo Grounds Music/RCA Records,162986.0,0.138,-7.676,0.248,75.997,"Black Tux, White Collar",14.0,0.264
0.15,Diamonds (Deluxe),album,Elton John,0.721,2017-11-10,0.93,0.0,"['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']",0.0,5.0,Mercury,266146.0,0.0943,-4.734,0.0389,131.607,Don't Go Breaking My Heart - Remastered,15.0,0.815
0.0182,Die Lit,album,Playboi Carti,0.858,2018-05-11,0.661,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,0.0,AWGE Label,217960.0,0.115,-6.544,0.319,163.056,Choppa Won't Miss (feat. Young Thug),17.0,0.611
0.0119,Harder Than Ever,album,Lil Baby,0.794,2018-05-18,0.447,1.0,"['rap', 'southern hip hop', 'trap music']",0.000179,7.0,"Quality Control Music, LLC",192381.0,0.109,-9.253,0.152,139.949,Throwing Shade,10.0,0.189
0.308,Coloring Book,album,Chance The Rapper,0.531,2016-05-27,0.544,0.0,"['hip hop', 'pop', 'pop rap', 'rap']",1.89e-06,0.0,Chance the Rapper,203794.0,0.0835,-8.615,0.462,131.921,All We Got (feat. Kanye West & Chicago Children's Choir),1.0,0.398
0.103,RECKLESS,album,NAV,0.578,2018-05-18,0.486,1.0,"['canadian hip hop', 'pop', 'rap', 'trap music']",0.0,0.0,Republic Records,300986.0,0.0766,-7.321,0.252,153.1,What I Need / Daheala Outro,12.0,0.29
