Acousticness,Album,Album Type,Artist,Danceability,Date,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,Track Number,Valence
0.000436,Sunnyland,album,Mayday Parade,0.523,2018-06-15,0.866,0.0,"['emo', 'modern rock', 'pop emo', 'pop punk', 'pop rock', 'screamo']",0.0,11.0,Rise Records,253743.0,0.342,-4.244,0.0309,108.029,"Looks Red, Tastes Blue",11.0,0.315
0.764,Sunnyland,album,Mayday Parade,0.591,2018-06-15,0.321,0.0,"['emo', 'modern rock', 'pop emo', 'pop punk', 'pop rock', 'screamo']",0.00361,2.0,Rise Records,221413.0,0.104,-12.122,0.0297,109.936,Always Leaving,12.0,0.567
0.528,Sunnyland,album,Mayday Parade,0.435,2018-06-15,0.403,0.0,"['emo', 'modern rock', 'pop emo', 'pop punk', 'pop rock', 'screamo']",0.0,7.0,Rise Records,233408.0,0.101,-7.585,0.0281,73.926,Sunnyland,13.0,0.24
0.947,Three Dots and a Dash,single,Punch Brothers,0.646,2018-06-14,0.282,0.0,"['bluegrass', 'chamber pop', 'folk-pop', 'indie folk', 'new americana', 'progressive bluegrass', 'stomp and holler']",0.829,9.0,Nonesuch,267453.0,0.0942,-11.921,0.0484,105.805,Three Dots and a Dash,1.0,0.541
0.817,A Perfect Miracle / I'm Your Man,single,Spiritualized,0.516,2018-06-12,0.331,0.0,"['alternative rock', 'art pop', 'art rock', 'britpop', 'chamber pop', 'dream pop', 'experimental rock', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'nu gaze', 'post rock', 'shoegaze', 'slow core']",0.0157,11.0,Fat Possum,286009.0,0.119,-10.295,0.0286,110.943,A Perfect Miracle,1.0,0.41
0.478,A Perfect Miracle / I'm Your Man,single,Spiritualized,0.259,2018-06-12,0.357,0.0,"['alternative rock', 'art pop', 'art rock', 'britpop', 'chamber pop', 'dream pop', 'experimental rock', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'new wave', 'noise pop', 'noise rock', 'nu gaze', 'post rock', 'shoegaze', 'slow core']",0.367,0.0,Fat Possum,268655.0,0.125,-7.63,0.0292,139.023,I'm Your Man,2.0,0.0849
0.0647,Typeless (DJ-Kicks),single,DJ Seinfeld,0.807,2018-06-14,0.906,0.0,"['bass music', 'deep house', 'float house', 'fluxwork', 'future garage', 'lo-fi house', 'outsider house', 'tech house']",0.718,11.0,!K7 Records,292648.0,0.0675,-8.155,0.129,129.0,Typeless - DJ-Kicks,1.0,0.72
0.151,Move Me,single,Mura Masa,0.763,2018-06-14,0.52,1.0,[],0.0134,1.0,Polydor Records,202586.0,0.0974,-8.53,0.0974,105.02,Move Me,1.0,0.521
0.837,Cloud Corner,album,Marisa Anderson,0.357,2018-06-15,0.399,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.857,2.0,Thrill Jockey,182803.0,0.132,-9.361,0.0302,83.317,Pulse,1.0,0.0394
0.255,Cloud Corner,album,Marisa Anderson,0.209,2018-06-15,0.243,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.935,7.0,Thrill Jockey,288219.0,0.113,-14.797,0.05,162.944,Slow Ascent,2.0,0.0554
0.991,Cloud Corner,album,Marisa Anderson,0.36,2018-06-15,0.0532,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.931,4.0,Thrill Jockey,182930.0,0.105,-10.357,0.06,172.936,Angel's Rest,3.0,0.385
0.188,Cloud Corner,album,Marisa Anderson,0.326,2018-06-15,0.458,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.853,4.0,Thrill Jockey,202011.0,0.181,-10.046,0.0315,141.898,Cloud Corner,4.0,0.111
0.976,Cloud Corner,album,Marisa Anderson,0.24,2018-06-15,0.147,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.0322,4.0,Thrill Jockey,197845.0,0.112,-14.2,0.0389,89.299,Sanctuary,5.0,0.0805
0.992,Cloud Corner,album,Marisa Anderson,0.578,2018-06-15,0.211,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.883,0.0,Thrill Jockey,172827.0,0.12,-12.916,0.0638,103.015,Sun Song,6.0,0.555
0.786,Cloud Corner,album,Marisa Anderson,0.238,2018-06-15,0.0558,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.37,9.0,Thrill Jockey,253604.0,0.111,-14.202,0.0549,77.354,Lament,7.0,0.0385
0.851,Cloud Corner,album,Marisa Anderson,0.387,2018-06-15,0.254,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.9,2.0,Thrill Jockey,233392.0,0.113,-11.544,0.033,102.021,Sant Feliu de Guíxols,8.0,0.0874
0.791,Cloud Corner,album,Marisa Anderson,0.351,2018-06-15,0.2,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.88,5.0,Thrill Jockey,179904.0,0.118,-13.463,0.0374,82.424,Surfacing,9.0,0.0371
0.942,Cloud Corner,album,Marisa Anderson,0.374,2018-06-15,0.102,0.0,"['drone folk', 'experimental psych', 'freak folk', 'new weird america']",0.901,0.0,Thrill Jockey,286270.0,0.11,-16.283,0.0395,82.646,Lift,10.0,0.0357
0.00119,Magic Gone,album,Petal,0.537,2018-06-15,0.861,0.0,"['alternative emo', 'indie punk']",0.00177,6.0,"Run For Cover Records, LLC",168897.0,0.0657,-4.726,0.0292,147.996,Better Than You,1.0,0.595
0.0188,Magic Gone,album,Petal,0.377,2018-06-15,0.567,0.0,"['alternative emo', 'indie punk']",0.00531,0.0,"Run For Cover Records, LLC",228671.0,0.0953,-6.485,0.0294,188.48,Tightrope,2.0,0.143
0.642,Magic Gone,album,Petal,0.255,2018-06-15,0.228,0.0,"['alternative emo', 'indie punk']",0.00352,5.0,"Run For Cover Records, LLC",292179.0,0.0735,-8.868,0.0307,151.783,I'm Sorry,3.0,0.0641
0.881,Magic Gone,album,Petal,0.59,2018-06-15,0.204,1.0,"['alternative emo', 'indie punk']",0.000188,4.0,"Run For Cover Records, LLC",196463.0,0.158,-10.236,0.0311,112.739,Comfort,4.0,0.0607
0.785,Magic Gone,album,Petal,0.582,2018-06-15,0.135,0.0,"['alternative emo', 'indie punk']",0.00177,5.0,"Run For Cover Records, LLC",266901.0,0.107,-11.479,0.0323,81.472,Shy,5.0,0.146
0.28,Magic Gone,album,Petal,0.486,2018-06-15,0.422,0.0,"['alternative emo', 'indie punk']",0.00422,3.0,"Run For Cover Records, LLC",261343.0,0.117,-8.418,0.0386,175.008,Magic Gone,6.0,0.149
0.335,Magic Gone,album,Petal,0.405,2018-06-15,0.45,0.0,"['alternative emo', 'indie punk']",0.00015,4.0,"Run For Cover Records, LLC",257434.0,0.115,-8.297,0.0316,123.956,Shine,7.0,0.0739
0.645,Magic Gone,album,Petal,0.636,2018-06-15,0.197,0.0,"['alternative emo', 'indie punk']",1.07e-05,0.0,"Run For Cover Records, LLC",153691.0,0.104,-10.466,0.027,78.979,Carve,8.0,0.15
0.908,Magic Gone,album,Petal,0.536,2018-06-15,0.197,1.0,"['alternative emo', 'indie punk']",0.000294,9.0,"Run For Cover Records, LLC",225749.0,0.112,-11.074,0.0278,103.347,Something From Me,9.0,0.103
0.175,Magic Gone,album,Petal,0.556,2018-06-15,0.351,1.0,"['alternative emo', 'indie punk']",0.182,9.0,"Run For Cover Records, LLC",234806.0,0.102,-8.739,0.0278,96.979,Stardust,10.0,0.157
0.412,Ma seconde chance,album,Mickaël Dos Santos,0.551,2018-06-15,0.761,0.0,[],0.0,7.0,SMART,217800.0,0.0885,-6.129,0.035,172.008,Prendre l'air,1.0,0.602
0.455,Ma seconde chance,album,Mickaël Dos Santos,0.715,2018-06-15,0.714,0.0,[],0.0,4.0,SMART,187613.0,0.172,-8.777,0.05,91.054,Ce qu'il nous faut,2.0,0.352
0.0114,Ma seconde chance,album,Mickaël Dos Santos,0.637,2018-06-15,0.829,0.0,[],0.0,2.0,SMART,204826.0,0.11,-6.768,0.0305,114.971,Chaque seconde (I'm Alive),3.0,0.295
0.0757,Ma seconde chance,album,Mickaël Dos Santos,0.398,2018-06-15,0.557,0.0,[],0.0,0.0,SMART,200080.0,0.123,-6.446,0.034,114.856,Seconde chance,4.0,0.451
0.163,Ma seconde chance,album,Mickaël Dos Santos,0.697,2018-06-15,0.699,0.0,[],6.12e-05,7.0,SMART,177733.0,0.0933,-7.212,0.0396,127.018,Souvenir de moi,5.0,0.621
0.846,Ma seconde chance,album,Mickaël Dos Santos,0.424,2018-06-15,0.248,0.0,[],0.0,0.0,SMART,218013.0,0.105,-9.441,0.0344,74.58,Au revoir,6.0,0.234
0.483,Ma seconde chance,album,Mickaël Dos Santos,0.621,2018-06-15,0.605,0.0,[],0.0,10.0,SMART,201893.0,0.106,-8.318,0.0454,82.029,I Need You Now,7.0,0.589
0.0922,Ma seconde chance,album,Mickaël Dos Santos,0.634,2018-06-15,0.711,0.0,[],0.00339,6.0,SMART,174106.0,0.225,-8.707,0.0507,117.916,Viver a vida,8.0,0.645
0.24,Ma seconde chance,album,Mickaël Dos Santos,0.609,2018-06-15,0.591,0.0,[],0.0,1.0,SMART,197666.0,0.251,-8.835,0.0388,90.015,Toute la vie,9.0,0.149
0.0671,Ma seconde chance,album,Mickaël Dos Santos,0.687,2018-06-15,0.752,0.0,[],1.58e-06,1.0,SMART,209533.0,0.0911,-8.196,0.0447,101.993,Rester vrai,10.0,0.376
0.599,Ma seconde chance,album,Mickaël Dos Santos,0.505,2018-06-15,0.431,0.0,[],0.0,8.0,SMART,195480.0,0.117,-8.661,0.0276,76.628,A Change Is Gonna Come,11.0,0.328
0.827,Ma seconde chance,album,Mickaël Dos Santos,0.586,2018-06-15,0.207,0.0,[],3.78e-06,1.0,SMART,263440.0,0.115,-10.135,0.0287,85.49,Unchained Melody,12.0,0.161
0.126,KIDS SEE GHOSTS,album,KIDS SEE GHOSTS,0.58,2018-06-08,0.469,1.0,"['hip hop', 'pop', 'rap']",7.32e-05,0.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",165053.0,0.099,-5.946,0.104,110.573,Feel The Love,1.0,0.369
0.472,KIDS SEE GHOSTS,album,KIDS SEE GHOSTS,0.709,2018-06-08,0.751,1.0,"['hip hop', 'pop', 'rap']",4.71e-06,6.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",140526.0,0.182,-3.801,0.16,104.999,Fire,2.0,0.37
0.278,KIDS SEE GHOSTS,album,KIDS SEE GHOSTS,0.765,2018-06-08,0.542,1.0,"['hip hop', 'pop', 'rap']",1.87e-05,1.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",153351.0,0.609,-6.755,0.39,171.945,4th Dimension,3.0,0.734
0.00457,KIDS SEE GHOSTS,album,KIDS SEE GHOSTS,0.334,2018-06-08,0.81,1.0,"['hip hop', 'pop', 'rap']",0.0,9.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",206605.0,0.158,-4.855,0.0632,151.643,Freeee (Ghost Town Pt. 2),4.0,0.306
0.339,KIDS SEE GHOSTS,album,KIDS SEE GHOSTS,0.585,2018-06-08,0.597,1.0,"['hip hop', 'pop', 'rap']",0.0404,0.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",324674.0,0.195,-7.499,0.037,100.051,Reborn,5.0,0.227
0.113,KIDS SEE GHOSTS,album,KIDS SEE GHOSTS,0.841,2018-06-08,0.682,1.0,"['hip hop', 'pop', 'rap']",9.65e-05,2.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",245098.0,0.131,-7.007,0.0458,94.985,Kids See Ghosts,6.0,0.338
0.401,KIDS SEE GHOSTS,album,KIDS SEE GHOSTS,0.729,2018-06-08,0.504,1.0,"['hip hop', 'pop', 'rap']",1.44e-06,8.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",197000.0,0.121,-6.784,0.0321,110.011,Cudi Montage,7.0,0.305
0.0533,Rich Sex (feat. Lil Wayne),single,Nicki Minaj,0.876,2018-06-11,0.632,1.0,"['dance pop', 'hip pop', 'pop', 'pop rap']",0.0,9.0,Young Money/Cash Money Records,192453.0,0.0702,-5.171,0.251,146.984,Rich Sex (feat. Lil Wayne),1.0,0.551
0.971,Spotify Singles,single,CHVRCHES,0.564,2018-06-13,0.226,0.0,"['indietronica', 'metropopolis', 'neo-synthpop', 'pop', 'shimmer pop']",1.25e-05,3.0,Glassnote Entertainment Group LLC,225218.0,0.0699,-9.789,0.0307,159.714,Get Out - Recorded At Spotify Studios NYC,1.0,0.334
0.937,Spotify Singles,single,CHVRCHES,0.391,2018-06-13,0.211,0.0,"['indietronica', 'metropopolis', 'neo-synthpop', 'pop', 'shimmer pop']",0.01,9.0,Glassnote Entertainment Group LLC,244315.0,0.0798,-11.867,0.0349,111.601,Stay - Recorded At Spotify Studios NYC,2.0,0.218
0.517,Spotify Singles,single,Ray LaMontagne,0.55,2018-06-13,0.334,0.0,"['acoustic pop', 'folk-pop', 'indie folk', 'neo mellow', 'new americana', 'stomp and holler']",0.000169,10.0,RCA Records Label,307534.0,0.101,-10.73,0.0288,72.235,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,1.0,0.143
0.223,Spotify Singles,single,Ray LaMontagne,0.68,2018-06-13,0.382,0.0,"['acoustic pop', 'folk-pop', 'indie folk', 'neo mellow', 'new americana', 'stomp and holler']",2.87e-06,3.0,RCA Records Label,136120.0,0.122,-11.088,0.0384,118.083,Blue Canadian Rockies - Recorded at Sound Stage Studios Nashville,2.0,0.554
0.635,GOOD MAN (Deluxe),album,Ne-Yo,0.684,2018-06-08,0.523,1.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,0.0,Motown (Capitol),41000.0,0.48,-13.908,0.723,86.957,"""Caterpillars 1st” (INTRO)",1.0,0.869
0.486,GOOD MAN (Deluxe),album,Ne-Yo,0.71,2018-06-08,0.785,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1.18e-06,0.0,Motown (Capitol),230506.0,0.5,-5.46,0.144,119.979,1 MORE SHOT,2.0,0.737
0.139,GOOD MAN (Deluxe),album,Ne-Yo,0.738,2018-06-08,0.546,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,6.0,Motown (Capitol),234840.0,0.192,-6.637,0.0416,100.014,LA NIGHTS,3.0,0.198
0.133,GOOD MAN (Deluxe),album,Ne-Yo,0.494,2018-06-08,0.729,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,2.0,Motown (Capitol),204453.0,0.143,-4.934,0.161,78.833,NIGHTS LIKE THESE,4.0,0.421
0.0659,GOOD MAN (Deluxe),album,Ne-Yo,0.62,2018-06-08,0.513,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.000364,5.0,Motown (Capitol),224973.0,0.107,-8.811,0.0599,97.373,U DESERVE,5.0,0.359
0.0278,GOOD MAN (Deluxe),album,Ne-Yo,0.632,2018-06-08,0.722,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.117,9.0,Motown (Capitol),174933.0,0.0828,-6.917,0.0674,170.043,SUMMERTIME,6.0,0.551
0.178,GOOD MAN (Deluxe),album,Ne-Yo,0.774,2018-06-08,0.688,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",4e-06,2.0,Motown (Capitol),221280.0,0.0701,-5.088,0.0459,107.011,PUSH BACK,7.0,0.745
0.195,GOOD MAN (Deluxe),album,Ne-Yo,0.369,2018-06-08,0.462,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",6.63e-05,6.0,Motown (Capitol),243786.0,0.129,-8.302,0.143,180.218,BREATHE,8.0,0.336
0.00985,GOOD MAN (Deluxe),album,Ne-Yo,0.481,2018-06-08,0.591,1.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",3.29e-06,2.0,Motown (Capitol),202253.0,0.136,-4.738,0.0682,116.903,ON UR MIND,9.0,0.41
0.0193,GOOD MAN (Deluxe),album,Ne-Yo,0.55,2018-06-08,0.618,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.00274,0.0,Motown (Capitol),250533.0,0.122,-5.162,0.0632,125.098,BACK CHAPTERS,10.0,0.279
0.0803,GOOD MAN (Deluxe),album,Ne-Yo,0.604,2018-06-08,0.554,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",3.13e-05,0.0,Motown (Capitol),255880.0,0.179,-5.8,0.0324,89.957,HOTBOX,11.0,0.123
0.25,GOOD MAN (Deluxe),album,Ne-Yo,0.805,2018-06-08,0.629,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.000204,9.0,Motown (Capitol),208053.0,0.0563,-7.304,0.0319,119.996,OVER U,12.0,0.487
0.637,GOOD MAN (Deluxe),album,Ne-Yo,0.573,2018-06-08,0.507,1.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",4.74e-06,1.0,Motown (Capitol),194493.0,0.0906,-4.873,0.146,86.711,WITHOUT U,13.0,0.338
0.255,GOOD MAN (Deluxe),album,Ne-Yo,0.621,2018-06-08,0.588,1.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,10.0,Motown (Capitol),247706.0,0.122,-6.916,0.0818,144.081,APOLOGY,14.0,0.5
0.153,GOOD MAN (Deluxe),album,Ne-Yo,0.362,2018-06-08,0.449,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.000177,9.0,Motown (Capitol),224120.0,0.16,-7.7,0.0474,97.876,OCEAN SURE,15.0,0.197
0.523,GOOD MAN (Deluxe),album,Ne-Yo,0.718,2018-06-08,0.336,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,8.0,Motown (Capitol),26320.0,0.796,-19.411,0.93,115.677,“The Struggle…” (Interlude),16.0,0.755
0.334,GOOD MAN (Deluxe),album,Ne-Yo,0.683,2018-06-08,0.566,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,9.0,Motown (Capitol),229840.0,0.397,-5.965,0.255,73.023,GOOD MAN,17.0,0.494
0.0799,GOOD MAN (Deluxe),album,Ne-Yo,0.87,2018-06-08,0.564,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.144,1.0,Motown (Capitol),228680.0,0.059,-5.767,0.0424,109.989,POUR ME UP,18.0,0.529
0.192,GOOD MAN (Deluxe),album,Ne-Yo,0.738,2018-06-08,0.454,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,1.0,Motown (Capitol),223920.0,0.144,-5.551,0.0332,105.012,WON'T BE OFTEN,19.0,0.477
0.0117,GOOD MAN (Deluxe),album,Ne-Yo,0.687,2018-06-08,0.664,0.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.00189,0.0,Motown (Capitol),211600.0,0.153,-6.001,0.0323,108.975,RESET THE NIGHT,20.0,0.441
0.243,Lost & Found,album,Jorja Smith,0.653,2018-06-08,0.5,0.0,"['indie r&b', 'pop', 'r&b']",0.0027,0.0,FAMM,314433.0,0.105,-9.203,0.108,76.041,Lost & Found,1.0,0.325
0.47,Lost & Found,album,Jorja Smith,0.583,2018-06-08,0.677,0.0,"['indie r&b', 'pop', 'r&b']",0.193,4.0,FAMM,226906.0,0.43,-10.21,0.439,176.119,Teenage Fantasy,2.0,0.495
0.365,Lost & Found,album,Jorja Smith,0.714,2018-06-08,0.59,0.0,"['indie r&b', 'pop', 'r&b']",0.167,5.0,FAMM,191992.0,0.0844,-9.849,0.0812,97.048,Where Did I Go?,3.0,0.357
0.453,Lost & Found,album,Jorja Smith,0.624,2018-06-08,0.453,0.0,"['indie r&b', 'pop', 'r&b']",0.000995,6.0,FAMM,242035.0,0.13,-9.184,0.0369,84.815,February 3rd,4.0,0.272
0.0013,Lost & Found,album,Jorja Smith,0.549,2018-06-08,0.543,0.0,"['indie r&b', 'pop', 'r&b']",0.00945,6.0,FAMM,241984.0,0.105,-7.485,0.0351,157.977,On Your Own,5.0,0.0791
0.606,Lost & Found,album,Jorja Smith,0.485,2018-06-08,0.458,0.0,"['indie r&b', 'pop', 'r&b']",0.00045,1.0,FAMM,275618.0,0.12,-8.676,0.0525,78.558,Wandering Romance,7.0,0.102
0.666,Lost & Found,album,Jorja Smith,0.692,2018-06-08,0.57,0.0,"['indie r&b', 'pop', 'r&b']",0.0,7.0,FAMM,250454.0,0.107,-8.077,0.185,91.917,Blue Lights,8.0,0.309
0.43,Lost & Found,album,Jorja Smith,0.766,2018-06-08,0.734,0.0,"['indie r&b', 'pop', 'r&b']",0.0,0.0,FAMM,172490.0,0.257,-8.699,0.351,92.671,Lifeboats (Freestyle),9.0,0.508
0.866,Lost & Found,album,Jorja Smith,0.512,2018-06-08,0.184,0.0,"['indie r&b', 'pop', 'r&b']",0.0,9.0,FAMM,230929.0,0.284,-8.812,0.0587,85.82,Goodbyes,10.0,0.37
0.611,Lost & Found,album,Jorja Smith,0.642,2018-06-08,0.459,0.0,"['indie r&b', 'pop', 'r&b']",0.000156,2.0,FAMM,232630.0,0.113,-6.346,0.0432,80.19,Tomorrow,11.0,0.128
0.887,Lost & Found,album,Jorja Smith,0.559,2018-06-08,0.157,0.0,"['indie r&b', 'pop', 'r&b']",0.0,1.0,FAMM,190429.0,0.107,-10.132,0.0414,130.877,Don't Watch Me Cry,12.0,0.348
0.00261,Lose It,single,Kane Brown,0.549,2018-06-07,0.869,0.0,"['contemporary country', 'country road']",1.77e-06,4.0,RCA Records Label Nashville,178732.0,0.29,-4.905,0.0289,91.988,Lose It,1.0,0.433
0.0272,Summer Fever,single,Little Big Town,0.684,2018-06-06,0.764,0.0,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.0,6.0,Capitol Nashville,185990.0,0.135,-4.734,0.0348,104.955,Summer Fever,1.0,0.905
0.00403,The Mountain,album,Dierks Bentley,0.609,2018-06-08,0.807,0.0,"['contemporary country', 'country', 'country road']",5.42e-06,5.0,Capitol Nashville,238493.0,0.0926,-7.221,0.0972,119.073,Burning Man,1.0,0.492
0.0253,The Mountain,album,Dierks Bentley,0.471,2018-06-08,0.839,0.0,"['contemporary country', 'country', 'country road']",4.31e-05,10.0,Capitol Nashville,284440.0,0.367,-5.455,0.0762,147.98,The Mountain,2.0,0.585
0.0153,The Mountain,album,Dierks Bentley,0.517,2018-06-08,0.813,0.0,"['contemporary country', 'country', 'country road']",0.0,1.0,Capitol Nashville,222146.0,0.106,-6.325,0.0558,83.005,Living,3.0,0.444
0.0059,The Mountain,album,Dierks Bentley,0.558,2018-06-08,0.862,0.0,"['contemporary country', 'country', 'country road']",0.00504,5.0,Capitol Nashville,286293.0,0.0829,-7.418,0.0347,87.019,You Can't Bring Me Down,5.0,0.796
0.506,The Mountain,album,Dierks Bentley,0.59,2018-06-08,0.667,0.0,"['contemporary country', 'country', 'country road']",0.000714,2.0,Capitol Nashville,227333.0,0.103,-8.169,0.0368,78.016,Nothing On But The Stars,6.0,0.329
0.217,The Mountain,album,Dierks Bentley,0.662,2018-06-08,0.596,0.0,"['contemporary country', 'country', 'country road']",0.0,1.0,Capitol Nashville,189173.0,0.147,-6.733,0.0385,101.016,Goodbye In Telluride,7.0,0.625
0.81,The Mountain,album,Dierks Bentley,0.488,2018-06-08,0.379,0.0,"['contemporary country', 'country', 'country road']",4.01e-05,2.0,Capitol Nashville,185173.0,0.0714,-10.511,0.0494,85.634,My Religion,8.0,0.237
0.0303,The Mountain,album,Dierks Bentley,0.646,2018-06-08,0.7,0.0,"['contemporary country', 'country', 'country road']",1.57e-05,1.0,Capitol Nashville,217600.0,0.178,-7.258,0.0404,116.937,One Way,9.0,0.567
0.0712,The Mountain,album,Dierks Bentley,0.507,2018-06-08,0.754,0.0,"['contemporary country', 'country', 'country road']",4.51e-05,9.0,Capitol Nashville,190253.0,0.318,-6.921,0.0324,81.984,Son Of The Sun,10.0,0.582
0.22,The Mountain,album,Dierks Bentley,0.439,2018-06-08,0.612,0.0,"['contemporary country', 'country', 'country road']",6.99e-06,1.0,Capitol Nashville,204573.0,0.146,-7.617,0.0417,169.867,Stranger To Myself,11.0,0.367
0.0916,The Mountain,album,Dierks Bentley,0.494,2018-06-08,0.891,0.0,"['contemporary country', 'country', 'country road']",1.85e-06,4.0,Capitol Nashville,194546.0,0.244,-5.633,0.0757,176.034,Travelin' Light,12.0,0.746
0.334,The Mountain,album,Dierks Bentley,0.562,2018-06-08,0.628,0.0,"['contemporary country', 'country', 'country road']",4.33e-05,11.0,Capitol Nashville,218033.0,0.0775,-7.99,0.0316,80.966,How I'm Going Out,13.0,0.621
0.678,so sad so sexy,album,Lykke Li,0.489,2018-06-08,0.343,0.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",1.8e-06,2.0,LL Recordings/RCA Records,210982.0,0.0516,-9.991,0.0389,72.074,hard rain,1.0,0.109
0.288,so sad so sexy,album,Lykke Li,0.538,2018-06-08,0.586,1.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",1.73e-06,11.0,LL Recordings/RCA Records,185728.0,0.116,-6.937,0.0482,138.762,deep end,2.0,0.381
0.71,so sad so sexy,album,Lykke Li,0.668,2018-06-08,0.445,0.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",0.0,0.0,LL Recordings/RCA Records,204360.0,0.114,-7.195,0.0495,119.721,two nights,3.0,0.391
0.369,so sad so sexy,album,Lykke Li,0.582,2018-06-08,0.47,1.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",1.96e-05,11.0,LL Recordings/RCA Records,185320.0,0.134,-8.177,0.0437,110.77,last piece,4.0,0.205
0.0776,so sad so sexy,album,Lykke Li,0.704,2018-06-08,0.706,0.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",7.31e-05,10.0,LL Recordings/RCA Records,217493.0,0.107,-6.159,0.0611,143.968,jaguars in the air,5.0,0.231
0.323,so sad so sexy,album,Lykke Li,0.789,2018-06-08,0.534,1.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",3.42e-06,8.0,LL Recordings/RCA Records,139840.0,0.0645,-6.347,0.0709,134.055,sex money feelings die,6.0,0.631
0.706,so sad so sexy,album,Lykke Li,0.507,2018-06-08,0.404,0.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",4.44e-06,11.0,LL Recordings/RCA Records,212426.0,0.0963,-5.75,0.0376,133.479,so sad so sexy,7.0,0.134
0.459,so sad so sexy,album,Lykke Li,0.468,2018-06-08,0.428,0.0,"['art pop', 'chamber pop', 'folk-pop', 'indie pop', 'indie r&b', 'indietronica', 'pop', 'swedish indie pop', 'swedish pop']",2.12e-05,0.0,LL Recordings/RCA Records,271946.0,0.204,-10.775,0.0343,79.82,better alone,8.0,0.176
